Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,F(x)
0,0,-18.07611316263313483432284556329250335693359375,59.019745475630969622216071002185344696044921875,-41.72795800653096165433453279547393321990966796875,-80.2056947538682152298861183226108551025390625,76.952421643726921729466994293034076690673828125,-26.3832514419995760590609279461205005645751953125,-38.26105533005767966869825613684952259063720703125,19.2175054170354400184805854223668575286865234375,-48.5641041291543302804711856879293918609619140625,29.56938383129369185553514398634433746337890625,-51.78075502792443529642696375958621501922607421875,24.5094149601733306553796865046024322509765625,-68.242439039277314805076457560062408447265625,73.052156132694477719269343651831150054931640625,-61.31473738822595720421304577030241489410400390625,-53.88042847987304639900685288012027740478515625,-67.4001281777398020267355605028569698333740234375,-70.995208594012268576989299617707729339599609375,13.5288552507095545252013835124671459197998046875,-0.991851557969908981249318458139896392822265625,-9.2745750297555531460602651350200176239013671875,59.947508163701286321156658232212066650390625,-47.19077120273446013243301422335207462310791015625,-78.832361827448352187275304459035396575927734375,97.58903775139623348877648822963237762451171875,-62.39509262367625552769823116250336170196533203125,24.948881496627706155777559615671634674072265625,29.54496902371289479560800828039646148681640625,87.6155888546403502914472483098506927490234375,-49.99847407452620018375455401837825775146484375,-56.57216101565600041567449807189404964447021484375,-68.5964537491988863848746404983103275299072265625,-70.805993835261091362553997896611690521240234375,-0.4730368968779572469429695047438144683837890625,98.907437360759303146551246754825115203857421875,-94.4273201696829147522294078953564167022705078125,81.090731528672137073954218067228794097900390625,86.754966887417225507306284271180629730224609375,47.202978606524851556969224475324153900146484375,-50.956755272072513207604060880839824676513671875,68.364513077181328526421566493809223175048828125,62.65755180516981681648758240044116973876953125,94.457838679158925287993042729794979095458984375,-12.033448286385691972100175917148590087890625,-89.062166203802604513839469291269779205322265625,80.5230872524185770089388824999332427978515625,95.458845789971604745005606673657894134521484375,-61.015655995361186114678275771439075469970703125,-73.80901516769921499871998094022274017333984375,51.994384594256416676216758787631988525390625,-1716.645373438810338484472595155239105224609375,
0,50,-27.2560808130130993731654598377645015716552734375,68.547624134037306475875084288418292999267578125,-12.6438184759056326811332837678492069244384765625,-66.3991210669270941480135661549866199493408203125,19.058809167760244918099488131701946258544921875,89.72136600848415355358156375586986541748046875,-38.26105533005767966869825613684952259063720703125,75.164036988433480246385443024337291717529296875,29.74639118625447054000687785446643829345703125,-67.839594714194163316278718411922454833984375,44.572283089693911506401491351425647735595703125,72.2037415692617514650919474661350250244140625,23.5694448683126296373302466236054897308349609375,12.8208258308664113656050176359713077545166015625,-80.913724173711358389482484199106693267822265625,-15.9092989898373389223706908524036407470703125,-32.0108645893734546916675753891468048095703125,-15.091402935880608993102214299142360687255859375,76.110110782189394740271382033824920654296875,15.8177434614093357367892167530953884124755859375,9.1525009918515678464245866052806377410888671875,65.33707693716240783032844774425029754638671875,-47.19077120273446013243301422335207462310791015625,-24.6803186132389242857243516482412815093994140625,25.125888851588484840249293483793735504150390625,-62.34626300851466140784395975060760974884033203125,50.883510849330122027822653762996196746826171875,-3.6530655842768595675806864164769649505615234375,-97.216711935789049903178238309919834136962890625,54.17340617084261111813248135149478912353515625,16.989654225287637245855876244604587554931640625,-29.4839320047608879349354538135230541229248046875,-55.040131839960935167255229316651821136474609375,-11.1972411267433784587410627864301204681396484375,15.7506027405621438219895935617387294769287109375,-84.4050416577654374350458965636789798736572265625,81.090731528672137073954218067228794097900390625,32.560197759941416961737559176981449127197265625,62.907803582873015102450153790414333343505859375,-49.6200445570238315440292353741824626922607421875,-6.07623523667103881962248124182224273681640625,-52.72072511978515052533111884258687496185302734375,43.980224005859554381459020078182220458984375,14.16364024781029229416162706911563873291015625,-43.45530564287239627674352959729731082916259765625,-31.382183294167901976834400556981563568115234375,-19.4616534928434106177519424818456172943115234375,-23.4229560228278472777674323879182338714599609375,25.48600726340526989588397555053234100341796875,-23.2703634754478656532228342257440090179443359375,-969.558143257112760693416930735111236572265625,
0,100,-6.36921292764060353874810971319675445556640625,68.547624134037306475875084288418292999267578125,-41.72795800653096165433453279547393321990966796875,-72.6004821924497178997626178897917270660400390625,-43.30881679738761391718071536161005496978759765625,92.13232825708792006480507552623748779296875,-98.6205633716849234815526870079338550567626953125,40.665913876766268231222056783735752105712890625,28.653828547013773686558124609291553497314453125,4.202398754844807626795955002307891845703125,-11.001922666096987768469261936843395233154296875,50.547807245094162453824537806212902069091796875,-27.8481398968474280763985007070004940032958984375,28.305917538987387160887010395526885986328125,-44.19385357219153576124881510622799396514892578125,-43.38206122013000509696212247945368289947509765625,-32.883693960386978005772107280790805816650390625,-23.148289437543866142732440494000911712646484375,76.110110782189394740271382033824920654296875,15.7994323557237379418438649736344814300537109375,68.413342692342922646275837905704975128173828125,52.928250984221932640139129944145679473876953125,6.24713888973661823911243118345737457275390625,15.7444990386669445570078096352517604827880859375,28.26319162572099230601452291011810302734375,-62.34626300851466140784395975060760974884033203125,51.3290810876796967932023108005523681640625,-3.6530655842768595675806864164769649505615234375,-98.3520004882961558223541942425072193145751953125,56.859035004730372975245700217783451080322265625,-15.201269569994195762774324975907802581787109375,-55.66881313516648077666104654781520366668701171875,-55.040131839960935167255229316651821136474609375,-23.5084078493606369875124073587357997894287109375,-4.031495101779228207306005060672760009765625,-98.3581041901913550873359781689941883087158203125,95.037690359202855461262515746057033538818359375,32.560197759941416961737559176981449127197265625,28.147221289712206271360628306865692138671875,-49.6200445570238315440292353741824626922607421875,-12.6377147740104334161514998413622379302978515625,-77.89239173558763695837114937603473663330078125,43.980224005859554381459020078182220458984375,14.16364024781029229416162706911563873291015625,-6.5462202826013964340745587833225727081298828125,-13.6875514999847354147277656011283397674560546875,-19.4616534928434106177519424818456172943115234375,-64.879299295022434534985222853720188140869140625,53.135776848658707649519783444702625274658203125,-23.2703634754478656532228342257440090179443359375,-937.884893395480730760027654469013214111328125,
0,150,27.0912808618427192186572938226163387298583984375,45.182653279213838004579884000122547149658203125,-12.6438184759056326811332837678492069244384765625,-72.6004821924497178997626178897917270660400390625,19.058809167760244918099488131701946258544921875,92.13232825708792006480507552623748779296875,-74.07757805108798265791847370564937591552734375,75.164036988433480246385443024337291717529296875,29.74639118625447054000687785446643829345703125,-35.276345103305146722050267271697521209716796875,44.572283089693911506401491351425647735595703125,50.846888637958926437931950204074382781982421875,23.5694448683126296373302466236054897308349609375,28.305917538987387160887010395526885986328125,-44.19385357219153576124881510622799396514892578125,-27.3903622547074832027647062204778194427490234375,-32.883693960386978005772107280790805816650390625,3.378398998992878432545694522559642791748046875,76.110110782189394740271382033824920654296875,-0.5218665120395513667972409166395664215087890625,51.823480941190837256726808845996856689453125,62.47444074831383886703406460583209991455078125,6.24713888973661823911243118345737457275390625,15.7444990386669445570078096352517604827880859375,25.125888851588484840249293483793735504150390625,-62.34626300851466140784395975060760974884033203125,51.3290810876796967932023108005523681640625,13.0649739066744103865858050994575023651123046875,-94.09772026734214023235836066305637359619140625,67.864009521774960376205854117870330810546875,16.989654225287637245855876244604587554931640625,-19.5226905117954032675697817467153072357177734375,-20.4687643055513177614557207562029361724853515625,-11.2094485305337769887046306394040584564208984375,17.392498550370788734653615392744541168212890625,-96.7040009765922974338536732830107212066650390625,95.037690359202855461262515746057033538818359375,37.13187047944580854164087213575839996337890625,62.907803582873015102450153790414333343505859375,-49.6200445570238315440292353741824626922607421875,-12.6377147740104334161514998413622379302978515625,-54.62508011108737804306656471453607082366943359375,12.1616260261848907475723535753786563873291015625,21.65898617511521706546773202717304229736328125,-11.8320261238441020168465911410748958587646484375,-8.5177159947508158666096278466284275054931640625,-19.4616534928434106177519424818456172943115234375,-64.879299295022434534985222853720188140869140625,4.7456282235175564210294396616518497467041015625,-23.2703634754478656532228342257440090179443359375,-873.565351151666618534363806247711181640625,
0,200,-11.972411267433699322282336652278900146484375,68.547624134037306475875084288418292999267578125,-41.72795800653096165433453279547393321990966796875,-66.3991210669270941480135661549866199493408203125,19.058809167760244918099488131701946258544921875,92.13232825708792006480507552623748779296875,-78.3684804834131938378050108440220355987548828125,75.164036988433480246385443024337291717529296875,38.20612201300087917843484319746494293212890625,-35.276345103305146722050267271697521209716796875,44.572283089693911506401491351425647735595703125,50.846888637958926437931950204074382781982421875,-27.8542435987426273413802846334874629974365234375,28.305917538987387160887010395526885986328125,-93.6887722403637752677241223864257335662841796875,-11.050752281258581888323533348739147186279296875,-32.0108645893734546916675753891468048095703125,-15.091402935880608993102214299142360687255859375,76.110110782189394740271382033824920654296875,13.5349589526047537901831674389541149139404296875,68.413342692342922646275837905704975128173828125,52.928250984221932640139129944145679473876953125,-47.19077120273446013243301422335207462310791015625,-9.66521195104832031574915163218975067138671875,25.125888851588484840249293483793735504150390625,-91.106906338694415126155945472419261932373046875,50.883510849330122027822653762996196746826171875,-3.6530655842768595675806864164769649505615234375,-97.216711935789049903178238309919834136962890625,54.17340617084261111813248135149478912353515625,16.989654225287637245855876244604587554931640625,-6.6621906186101824687284533865749835968017578125,-51.41453291421246518666521296836435794830322265625,-0.4730368968779572469429695047438144683837890625,-2.2553178502761994650427368469536304473876953125,-87.5789666432691404907018295489251613616943359375,95.037690359202855461262515746057033538818359375,25.94378490554521476951777003705501556396484375,49.83977782525101929422817192971706390380859375,-49.6200445570238315440292353741824626922607421875,-12.6377147740104334161514998413622379302978515625,-54.62508011108737804306656471453607082366943359375,43.980224005859554381459020078182220458984375,17.081209753715626220582635141909122467041015625,-12.216559343241669921553693711757659912109375,-13.6875514999847354147277656011283397674560546875,-63.097018341624192316885455511510372161865234375,-61.015655995361186114678275771439075469970703125,4.7456282235175564210294396616518497467041015625,-23.2703634754478656532228342257440090179443359375,-869.7653259444563218494295142590999603271484375,
0,250,-27.2560808130130993731654598377645015716552734375,68.547624134037306475875084288418292999267578125,-12.6438184759056326811332837678492069244384765625,-66.3991210669270941480135661549866199493408203125,19.058809167760244918099488131701946258544921875,92.13232825708792006480507552623748779296875,-98.6205633716849234815526870079338550567626953125,40.665913876766268231222056783735752105712890625,29.74639118625447054000687785446643829345703125,-36.46046327097383965565313701517879962921142578125,44.572283089693911506401491351425647735595703125,50.547807245094162453824537806212902069091796875,-27.8481398968474280763985007070004940032958984375,28.305917538987387160887010395526885986328125,-93.6887722403637752677241223864257335662841796875,-27.3903622547074832027647062204778194427490234375,-32.883693960386978005772107280790805816650390625,-15.091402935880608993102214299142360687255859375,76.110110782189394740271382033824920654296875,-0.5218665120395513667972409166395664215087890625,7.7669606616412920629954896867275238037109375,52.928250984221932640139129944145679473876953125,-47.19077120273446013243301422335207462310791015625,15.7444990386669445570078096352517604827880859375,35.050508133182773917724261991679668426513671875,-62.34626300851466140784395975060760974884033203125,85.424359874263728897858527489006519317626953125,-3.6530655842768595675806864164769649505615234375,-97.216711935789049903178238309919834136962890625,56.859035004730372975245700217783451080322265625,16.989654225287637245855876244604587554931640625,-19.5226905117954032675697817467153072357177734375,-20.4687643055513177614557207562029361724853515625,-0.4730368968779572469429695047438144683837890625,-4.031495101779228207306005060672760009765625,-84.4721823786126293498455197550356388092041015625,95.037690359202855461262515746057033538818359375,32.560197759941416961737559176981449127197265625,49.83977782525101929422817192971706390380859375,-49.6200445570238315440292353741824626922607421875,-12.6377147740104334161514998413622379302978515625,-52.72072511978515052533111884258687496185302734375,43.980224005859554381459020078182220458984375,14.16364024781029229416162706911563873291015625,-12.216559343241669921553693711757659912109375,-13.6875514999847354147277656011283397674560546875,-48.4237189855647471858901553787291049957275390625,-64.879299295022434534985222853720188140869140625,4.7456282235175564210294396616518497467041015625,-23.2703634754478656532228342257440090179443359375,-856.8137524242596327894716523587703704833984375,
0,300,-11.972411267433699322282336652278900146484375,68.547624134037306475875084288418292999267578125,-25.74236274300363902511890046298503875732421875,-66.3991210669270941480135661549866199493408203125,10.678426465651426724434713833034038543701171875,89.72136600848415355358156375586986541748046875,-38.26105533005767966869825613684952259063720703125,40.665913876766268231222056783735752105712890625,38.20612201300087917843484319746494293212890625,-35.276345103305146722050267271697521209716796875,63.487655262916945275719626806676387786865234375,50.547807245094162453824537806212902069091796875,-27.8481398968474280763985007070004940032958984375,28.305917538987387160887010395526885986328125,-93.6887722403637752677241223864257335662841796875,-11.050752281258581888323533348739147186279296875,-32.883693960386978005772107280790805816650390625,-15.091402935880608993102214299142360687255859375,76.110110782189394740271382033824920654296875,15.7506027405621438219895935617387294769287109375,9.1525009918515678464245866052806377410888671875,39.396343882564764271592139266431331634521484375,6.24713888973661823911243118345737457275390625,15.7444990386669445570078096352517604827880859375,25.125888851588484840249293483793735504150390625,-62.34626300851466140784395975060760974884033203125,51.3290810876796967932023108005523681640625,-3.6530655842768595675806864164769649505615234375,-97.216711935789049903178238309919834136962890625,67.864009521774960376205854117870330810546875,16.989654225287637245855876244604587554931640625,-19.5226905117954032675697817467153072357177734375,-20.4687643055513177614557207562029361724853515625,-47.15414899136326454254231066443026065826416015625,-4.031495101779228207306005060672760009765625,-87.5789666432691404907018295489251613616943359375,95.037690359202855461262515746057033538818359375,32.560197759941416961737559176981449127197265625,49.83977782525101929422817192971706390380859375,-69.6035645619067935285784187726676464080810546875,-12.6377147740104334161514998413622379302978515625,-52.72072511978515052533111884258687496185302734375,5.97247230445265131493215449154376983642578125,21.65898617511521706546773202717304229736328125,-12.216559343241669921553693711757659912109375,-13.6875514999847354147277656011283397674560546875,-45.29862361522263114466113620437681674957275390625,-61.015655995361186114678275771439075469970703125,4.7456282235175564210294396616518497467041015625,-23.2703634754478656532228342257440090179443359375,-810.800565423834768807864747941493988037109375,
0,350,-36.15527817621387640656394069083034992218017578125,68.547624134037306475875084288418292999267578125,-12.6438184759056326811332837678492069244384765625,-66.3991210669270941480135661549866199493408203125,47.080904568620866257333545945584774017333984375,92.13232825708792006480507552623748779296875,-74.07757805108798265791847370564937591552734375,41.666920987578947688234620727598667144775390625,29.74639118625447054000687785446643829345703125,-36.46046327097383965565313701517879962921142578125,44.572283089693911506401491351425647735595703125,50.547807245094162453824537806212902069091796875,-27.8481398968474280763985007070004940032958984375,12.7658925138096179807689622975885868072509765625,-93.6887722403637752677241223864257335662841796875,-15.9092989898373389223706908524036407470703125,-32.883693960386978005772107280790805816650390625,-15.091402935880608993102214299142360687255859375,71.068453016754659756770706735551357269287109375,22.20221564378795164884650148451328277587890625,68.413342692342922646275837905704975128173828125,39.396343882564764271592139266431331634521484375,-47.19077120273446013243301422335207462310791015625,15.7444990386669445570078096352517604827880859375,25.125888851588484840249293483793735504150390625,-62.34626300851466140784395975060760974884033203125,50.883510849330122027822653762996196746826171875,13.0649739066744103865858050994575023651123046875,-94.09772026734214023235836066305637359619140625,54.17340617084261111813248135149478912353515625,16.989654225287637245855876244604587554931640625,-29.4839320047608879349354538135230541229248046875,-20.4687643055513177614557207562029361724853515625,-0.4730368968779572469429695047438144683837890625,-2.2553178502761994650427368469536304473876953125,-84.4721823786126293498455197550356388092041015625,95.037690359202855461262515746057033538818359375,37.88262581255531813440029509365558624267578125,49.83977782525101929422817192971706390380859375,-49.6200445570238315440292353741824626922607421875,-12.6377147740104334161514998413622379302978515625,-52.72072511978515052533111884258687496185302734375,5.97247230445265131493215449154376983642578125,60.093997009186068680719472467899322509765625,-6.5462202826013964340745587833225727081298828125,-8.5177159947508158666096278466284275054931640625,-19.4616534928434106177519424818456172943115234375,-61.015655995361186114678275771439075469970703125,4.7456282235175564210294396616518497467041015625,-23.2703634754478656532228342257440090179443359375,-770.340004850666218771948479115962982177734375,
0,400,-27.2560808130130993731654598377645015716552734375,68.547624134037306475875084288418292999267578125,-12.6438184759056326811332837678492069244384765625,-66.3991210669270941480135661549866199493408203125,47.080904568620866257333545945584774017333984375,92.13232825708792006480507552623748779296875,-38.26105533005767966869825613684952259063720703125,41.611987670522154303398565389215946197509765625,38.20612201300087917843484319746494293212890625,-36.46046327097383965565313701517879962921142578125,44.572283089693911506401491351425647735595703125,50.547807245094162453824537806212902069091796875,-27.8481398968474280763985007070004940032958984375,12.7475814081240201858236105181276798248291015625,-93.6887722403637752677241223864257335662841796875,-15.9092989898373389223706908524036407470703125,-32.883693960386978005772107280790805816650390625,-15.091402935880608993102214299142360687255859375,76.110110782189394740271382033824920654296875,22.20221564378795164884650148451328277587890625,68.413342692342922646275837905704975128173828125,39.396343882564764271592139266431331634521484375,-47.19077120273446013243301422335207462310791015625,15.7444990386669445570078096352517604827880859375,28.26319162572099230601452291011810302734375,-62.34626300851466140784395975060760974884033203125,50.883510849330122027822653762996196746826171875,-3.6530655842768595675806864164769649505615234375,-94.09772026734214023235836066305637359619140625,54.17340617084261111813248135149478912353515625,16.989654225287637245855876244604587554931640625,-29.4839320047608879349354538135230541229248046875,-20.4687643055513177614557207562029361724853515625,-0.4730368968779572469429695047438144683837890625,-4.031495101779228207306005060672760009765625,-87.5789666432691404907018295489251613616943359375,95.037690359202855461262515746057033538818359375,32.560197759941416961737559176981449127197265625,49.83977782525101929422817192971706390380859375,-49.6200445570238315440292353741824626922607421875,-12.6377147740104334161514998413622379302978515625,-52.72072511978515052533111884258687496185302734375,31.498153630176688011488295160233974456787109375,21.65898617511521706546773202717304229736328125,-32.2550126651814395017936476506292819976806640625,-8.5177159947508158666096278466284275054931640625,-45.29862361522263114466113620437681674957275390625,-56.16931669057283471602204372175037860870361328125,4.7456282235175564210294396616518497467041015625,-23.2703634754478656532228342257440090179443359375,-703.2463889932618030798039399087429046630859375,
0,450,-27.2560808130130993731654598377645015716552734375,68.547624134037306475875084288418292999267578125,-12.6438184759056326811332837678492069244384765625,-66.3991210669270941480135661549866199493408203125,47.080904568620866257333545945584774017333984375,92.13232825708792006480507552623748779296875,-38.26105533005767966869825613684952259063720703125,41.611987670522154303398565389215946197509765625,38.20612201300087917843484319746494293212890625,-36.46046327097383965565313701517879962921142578125,44.572283089693911506401491351425647735595703125,50.547807245094162453824537806212902069091796875,-27.8481398968474280763985007070004940032958984375,12.7475814081240201858236105181276798248291015625,-93.6887722403637752677241223864257335662841796875,-15.9092989898373389223706908524036407470703125,-32.883693960386978005772107280790805816650390625,-15.091402935880608993102214299142360687255859375,76.110110782189394740271382033824920654296875,22.20221564378795164884650148451328277587890625,68.413342692342922646275837905704975128173828125,39.396343882564764271592139266431331634521484375,-47.19077120273446013243301422335207462310791015625,15.7444990386669445570078096352517604827880859375,28.26319162572099230601452291011810302734375,-62.34626300851466140784395975060760974884033203125,50.883510849330122027822653762996196746826171875,-3.6530655842768595675806864164769649505615234375,-94.09772026734214023235836066305637359619140625,54.17340617084261111813248135149478912353515625,16.989654225287637245855876244604587554931640625,-29.4839320047608879349354538135230541229248046875,-20.4687643055513177614557207562029361724853515625,-0.4730368968779572469429695047438144683837890625,-4.031495101779228207306005060672760009765625,-87.5789666432691404907018295489251613616943359375,95.037690359202855461262515746057033538818359375,32.560197759941416961737559176981449127197265625,49.83977782525101929422817192971706390380859375,-49.6200445570238315440292353741824626922607421875,-12.6377147740104334161514998413622379302978515625,-52.72072511978515052533111884258687496185302734375,31.498153630176688011488295160233974456787109375,21.65898617511521706546773202717304229736328125,-32.2550126651814395017936476506292819976806640625,-8.5177159947508158666096278466284275054931640625,-45.29862361522263114466113620437681674957275390625,-56.16931669057283471602204372175037860870361328125,4.7456282235175564210294396616518497467041015625,-23.2703634754478656532228342257440090179443359375,-703.2463889932618030798039399087429046630859375,
