Repeat,Generation,X1,X2,F(x)
0,0,-0.6367589837491411941527985618449747562408447265625,5.018539711604486086571341729722917079925537109375,90.5691907274277951955809840001165866851806640625,
0,10,5.4750896467536431799771889927797019481658935546875,5.006332494087128992532598203979432582855224609375,135.855331443535106927811284549534320831298828125,
0,20,5.4750896467536431799771889927797019481658935546875,5.001449607080186154917100793682038784027099609375,139.046207241525820563765591941773891448974609375,
0,30,5.4827191577019913637514036963693797588348388671875,5.000228885328450445513226441107690334320068359375,139.9297565816585802167537622153759002685546875,
0,40,5.4827191577019913637514036963693797588348388671875,5.000228885328450445513226441107690334320068359375,139.9297565816585802167537622153759002685546875,
0,50,5.4827191577019913637514036963693797588348388671875,5.000228885328450445513226441107690334320068359375,139.9297565816585802167537622153759002685546875,
Repeat,Generation,X1,X2,F(x)
1,0,-6.959792477302205071509888512082397937774658203125,-1.356679636835277591444537392817437648773193359375,145.566058545448214545103837735950946807861328125,
1,10,-7.11604486152437676338422534172423183917999267578125,-1.388723582818339963296239147894084453582763671875,181.31240257191603859610040672123432159423828125,
1,20,-7.080643930724040302493449416942894458770751953125,-1.406118867780573822301448672078549861907958984375,185.866569609714815669576637446880340576171875,
1,30,-7.083695735103379576003135298378765583038330078125,-1.406118867780573822301448672078549861907958984375,185.88450774966941025923006236553192138671875,
1,40,-7.083695735103379576003135298378765583038330078125,-1.406118867780573822301448672078549861907958984375,185.88450774966941025923006236553192138671875,
1,50,-7.083390554665445648652166710235178470611572265625,-1.406118867780573822301448672078549861907958984375,185.884557078559936371675576083362102508544921875,
Repeat,Generation,X1,X2,F(x)
2,0,-6.925612268253605208201406640000641345977783203125,-1.4171053635461969832931572454981505870819091796875,135.879436656516560333329834975302219390869140625,
2,10,-7.084306095979247430705072474665939807891845703125,-1.4253452353704130217693091253750026226043701171875,186.72938593819952757257851772010326385498046875,
2,20,-7.083085374227511721301198122091591358184814453125,-1.4253452353704130217693091253750026226043701171875,186.730407573906489915316342376172542572021484375,
2,30,-7.083085374227511721301198122091591358184814453125,-1.4253452353704130217693091253750026226043701171875,186.730407573906489915316342376172542572021484375,
2,40,-7.083695735103379576003135298378765583038330078125,-1.4253452353704130217693091253750026226043701171875,186.7307200706626417741063050925731658935546875,
2,50,-7.083390554665445648652166710235178470611572265625,-1.4253452353704130217693091253750026226043701171875,186.730769624115822580279200337827205657958984375,
Repeat,Generation,X1,X2,F(x)
3,0,-7.11421377889677319927841381286270916461944580078125,-0.3459220263981084286797340610064566135406494140625,78.8795919131816845037974417209625244140625,
3,10,-0.825055313954376146057256846688687801361083984375,-7.6525520714122219345654229982756078243255615234375,178.115068013851868045094306580722332000732421875,
3,20,-0.7804989700160209764590035774745047092437744140625,-7.6925307087815664175423080450855195522308349609375,185.285606567480812145731761120259761810302734375,
3,30,-0.800030518043794103277832618914544582366943359375,-7.70107576104371727154784821323119103908538818359375,186.6083704813269150690757669508457183837890625,
3,40,-0.800030518043794103277832618914544582366943359375,-7.70321202410925476300462833023630082607269287109375,186.6699709015907728826277889311313629150390625,
3,50,-0.800030518043794103277832618914544582366943359375,-7.70656900892652796386528279981575906276702880859375,186.723623799821581314972718246281147003173828125,
Repeat,Generation,X1,X2,F(x)
4,0,5.4729533836881056885204088757745921611785888671875,6.0381475547417409188710735179483890533447265625,118.6703563616350010079258936457335948944091796875,
4,10,5.4769207293812467440830005216412246227264404296875,4.830548561837186838374691433273255825042724609375,184.9076861422730644335388205945491790771484375,
4,20,5.4772259098191806714339691097848117351531982421875,4.857404440375372445259927189908921718597412109375,186.659614566781101530068553984165191650390625,
4,30,5.4821087968261235090494665200822055339813232421875,4.857404440375372445259927189908921718597412109375,186.72865575909662538833799771964550018310546875,
4,40,5.4833295185778592184533408726565539836883544921875,4.858014801251240299961864366196095943450927734375,186.730426276108886440852074883878231048583984375,
4,50,5.4827191577019913637514036963693797588348388671875,4.858014801251240299961864366196095943450927734375,186.73085821059061117921373806893825531005859375,
Repeat,Generation,X1,X2,F(x)
5,0,6.729381246662089921528604463674128055572509765625,-7.70107576104371727154784821323119103908538818359375,36.18950492827274700857742573134601116180419921875,
5,10,-7.74105439841306175452473326004110276699066162109375,-7.20393682764934784046317872707732021808624267578125,153.179787287238951876133796758949756622314453125,
5,20,-7.70351720454718869035559691837988793849945068359375,-7.18928816662851932761668649618513882160186767578125,162.239571767259576517972163856029510498046875,
5,30,-7.70382238498512261770656550652347505092620849609375,-7.18898298619058540026571790804155170917510986328125,162.383455490197519566208939068019390106201171875,
5,40,-7.6647592889295790286041665240190923213958740234375,-7.076371404592965319579889182932674884796142578125,182.1621551511158259017975069582462310791015625,
5,50,-7.71053635461966901942787444568239152431488037109375,-7.078812848096436738387637888081371784210205078125,186.6707599841566889153909869492053985595703125,
Repeat,Generation,X1,X2,F(x)
6,0,4.6428625925078197411721703247167170047760009765625,-0.872968642710002740159325185231864452362060546875,90.4976219359476772297057323157787322998046875,
6,10,-7.70107576104371727154784821323119103908538818359375,-0.824139772640574364004351082257926464080810546875,185.353090021526128339246497489511966705322265625,
6,20,-7.70351720454718869035559691837988793849945068359375,-0.801251239795529812681706971488893032073974609375,186.675301239343895076672197319567203521728515625,
6,30,-7.70473792629892439975947127095423638820648193359375,-0.801251239795529812681706971488893032073974609375,186.699164698041698784436448477208614349365234375,
6,40,-7.70504310673685832711043985909782350063323974609375,-0.801251239795529812681706971488893032073974609375,186.70404165481846803231746889650821685791015625,
6,50,-7.70504310673685832711043985909782350063323974609375,-0.801251239795529812681706971488893032073974609375,186.70404165481846803231746889650821685791015625,
Repeat,Generation,X1,X2,F(x)
7,0,-1.062790875104905552461787010543048381805419921875,4.758831158922713910897073219530284404754638671875,46.62628868407818316654811496846377849578857421875,
7,10,-0.7676813916227960277183228754438459873199462890625,-7.6913099870298307081384336925111711025238037109375,183.725220848021052688636700622737407684326171875,
7,20,-0.794232089723049483609429444186389446258544921875,-7.6931410696574342722442452213726937770843505859375,186.11058630676916436641477048397064208984375,
7,30,-0.800640878919661957979769795201718807220458984375,-7.6946669718471039089990881620906293392181396484375,186.29503722558814615695155225694179534912109375,
7,40,-0.796978713664454829768146737478673458099365234375,-7.70901045242999938267303150496445596218109130859375,186.7051031863820753642357885837554931640625,
7,50,-0.798199435416190539172021090053021907806396484375,-7.70901045242999938267303150496445596218109130859375,186.71983346960251992641133256256580352783203125,
Repeat,Generation,X1,X2,F(x)
8,0,-7.70504310673685832711043985909782350063323974609375,-7.21065079728389424218448766623623669147491455078125,151.705984928033473124742158688604831695556640625,
8,10,-7.70504310673685832711043985909782350063323974609375,-7.054398413061722550310150836594402790069580078125,184.845429716221445914925425313413143157958984375,
8,20,-7.70504310673685832711043985909782350063323974609375,-7.069047074082551063156643067486584186553955078125,186.245188303202070301267667673528194427490234375,
8,30,-7.70870527199206545532206291682086884975433349609375,-7.075150682841229610176014830358326435089111328125,186.57647637684846131378435529768466949462890625,
8,40,-7.70870527199206545532206291682086884975433349609375,-7.084916456855115285407009650953114032745361328125,186.726157057955646223490475676953792572021484375,
8,50,-7.70809491111619760062012574053369462490081787109375,-7.084306095979247430705072474665939807891845703125,186.729383875439651774286176078021526336669921875,
Repeat,Generation,X1,X2,F(x)
9,0,-7.25185015640497443456524706562049686908721923828125,-1.5455863279163803980509328539483249187469482421875,105.408988864741587576645542867481708526611328125,
9,10,-7.19325551232166038317927814205177128314971923828125,-1.4848554207675288552081838133744895458221435546875,153.501178833924967648272286169230937957763671875,
9,20,-7.035782406347752981901066959835588932037353515625,-1.4363317311360344064041782985441386699676513671875,181.475534564720220487288315780460834503173828125,
9,30,-7.060502021820401097329522599466145038604736328125,-1.4363317311360344064041782985441386699676513671875,185.27714549373678210031357593834400177001953125,
9,40,-0.802166781109331594734612735919654369354248046875,-1.4268711375600826585241520660929381847381591796875,186.7163047361569852000684477388858795166015625,
9,50,-0.802166781109331594734612735919654369354248046875,-1.4265659571221487311731834779493510723114013671875,186.718565021448142715598805807530879974365234375,
Repeat,Generation,X1,X2,F(x)
10,0,-1.327382314793620565751552931033074855804443359375,-4.969100480659189855714430450461804866790771484375,33.1352569100406668667346821166574954986572265625,
10,10,6.100709544518196025819634087383747100830078125,5.5193408102540626458676342735998332500457763671875,121.338315586573713744655833579599857330322265625,
10,20,6.081177996490424675357644446194171905517578125,5.4808880750743877996455921675078570842742919921875,123.4876307901178762449490022845566272735595703125,
10,30,4.860761425192645646120581659488379955291748046875,5.5516899366750589450703046168200671672821044921875,176.466053295284410751264658756554126739501953125,
10,40,4.840924696726940368307623430155217647552490234375,5.5126268406195162441463253344409167766571044921875,184.112875715023989187102415598928928375244140625,
10,50,4.860456244754711718769613071344792842864990234375,5.4784466315709163808378434623591601848602294921875,186.67433475492572370058041997253894805908203125,
Repeat,Generation,X1,X2,F(x)
11,0,-6.32166018158236031609931160346604883670806884765625,-0.795452811474785193013303796760737895965576171875,83.3303142678426098655108944512903690338134765625,
11,10,-7.70901045242999938267303150496445596218109130859375,-7.045548180361638657132061780430376529693603515625,183.57395480152462141631986014544963836669921875,
11,20,-7.70901045242999938267303150496445596218109130859375,-7.087357900358586704214758356101810932159423828125,186.696980428726448053566855378448963165283203125,
11,30,-7.70901045242999938267303150496445596218109130859375,-7.082475013351643866599260945804417133331298828125,186.727427335038328237715177237987518310546875,
11,40,-7.70901045242999938267303150496445596218109130859375,-7.082475013351643866599260945804417133331298828125,186.727427335038328237715177237987518310546875,
11,50,-7.70901045242999938267303150496445596218109130859375,-7.083695735103379576003135298378765583038330078125,186.7296985096635353329475037753582000732421875,
Repeat,Generation,X1,X2,F(x)
12,0,-0.7148851758602265960007571266032755374908447265625,0.8342107270923921902294750907458364963531494140625,49.69670881627671832347914460115134716033935546875,
12,10,-1.404592965590904185546605731360614299774169921875,4.2751201647974372832550216116942465305328369140625,78.9896870080490742793699610047042369842529296875,
12,20,-1.4647135118638896500442569958977401256561279296875,-0.7243457694361783438807833590544760227203369140625,170.9305232170719364148681052029132843017578125,
12,30,-1.398794537270159565878202556632459163665771484375,-0.7756160830090781388435061671771109104156494140625,183.77417268228595048640272580087184906005859375,
12,40,-1.4280918593118183679280264186672866344451904296875,-0.7792782482642852670551292249001562595367431640625,185.73602879459349423996172845363616943359375,
12,50,-1.4195468070496684021009059506468474864959716796875,-0.811932555123217269965607556514441967010498046875,186.359954440104928607979672960937023162841796875,
Repeat,Generation,X1,X2,F(x)
13,0,-0.7713435568780031559299459331668913364410400390625,2.6500343327992670339199321460910141468048095703125,23.2462863396722099196267663501203060150146484375,
13,10,-0.6630045014114589463360971421934664249420166015625,4.820477607385367235792728024534881114959716796875,145.109970048890005500652478076517581939697265625,
13,20,-7.070267795834286772560517420060932636260986328125,4.860761425192645646120581659488379955291748046875,186.327482622310299120726995170116424560546875,
