Repeat,Generation,X1,X2,F(x)
0,0,5.2983184301278729577688864083029329776763916015625,4.984588152714621855920995585620403289794921875,92.4386316514784454057007678784430027008056640625,
0,10,-0.8011108737449266214980525546707212924957275390625,-1.4316232795190284576847261632792651653289794921875,186.631418211644842131136101670563220977783203125,
0,20,-0.8011108737449266214980525546707212924957275390625,-7.7043977172154907151480074389837682247161865234375,186.69374814434712561705964617431163787841796875,
0,30,-0.8011108737449266214980525546707212924957275390625,-7.7050080874050106416461858316324651241302490234375,186.704037654289237480043084360659122467041015625,
0,40,-0.8011108737449266214980525546707212924957275390625,-7.7080599383526102741370777948759496212005615234375,186.729380179788023497167159803211688995361328125,
0,50,-0.8011108737449266214980525546707212924957275390625,-7.7080599383526102741370777948759496212005615234375,186.729380179788023497167159803211688995361328125,
Repeat,Generation,X1,X2,F(x)
1,0,-0.895718253120517005072542815469205379486083984375,6.164433729056671751322937780059874057769775390625,100.96954487016233770191320218145847320556640625,
1,10,-0.8102664265877255189707284444011747837066650390625,-1.4304025391399886046883693779818713665008544921875,186.447428138908861683376017026603221893310546875,
1,20,-0.79805902279732521265032119117677211761474609375,-1.4291817987609487516920125926844775676727294921875,186.68136293138041992278886027634143829345703125,
1,30,-0.79805902279732521265032119117677211761474609375,-1.4267403180028690456992990220896899700164794921875,186.713552763679899726412259042263031005859375,
1,40,-0.80050050355540491864303476177155971527099609375,-1.4267403180028690456992990220896899700164794921875,186.724785133737668729736469686031341552734375,
1,50,-0.80050050355540491864303476177155971527099609375,-1.4261299478133491192011206294409930706024169921875,186.72850064534947023275890387594699859619140625,
Repeat,Generation,X1,X2,F(x)
2,0,-7.640308847315896656482436810620129108428955078125,-2.0010986663411358676967211067676544189453125,74.7332064355359761975705623626708984375,
2,10,-7.635425885799737244497009669430553913116455078125,-0.75289162877285065178512013517320156097412109375,169.654283253514250873195123858749866485595703125,
2,20,-7.71782586138492998628635177738033235073089599609375,-0.77608569597460785871589905582368373870849609375,185.23049219206842508356203325092792510986328125,
2,30,-7.7086703085421302006352561875246465206146240234375,-0.78096865749076727070132619701325893402099609375,185.906026061899893875306588597595691680908203125,
2,40,-7.7080599383526102741370777948759496212005615234375,-0.78096865749076727070132619701325893402099609375,185.906171579962489204262965358793735504150390625,
2,50,-7.71294289986877057430092463619075715541839599609375,-0.8163701284829247839525123708881437778472900390625,186.11103943429708351686713285744190216064453125,
Repeat,Generation,X1,X2,F(x)
3,0,-7.1959593493453777313106911606155335903167724609375,-7.83806878872035905914117392967455089092254638671875,128.31247231454216262136469595134258270263671875,
3,10,-7.15262306588946206176160558243282139301300048828125,-7.6812036500137335082172285183332860469818115234375,174.5631794291183496170560829341411590576171875,
3,20,-7.0763267921994685849540474009700119495391845703125,-7.7007354960783711561589370830915868282318115234375,186.483073963537890449515543878078460693359375,
3,30,-7.0799890133365881439431177568621933460235595703125,-7.7037873470259707886498290463350713253021240234375,186.655775928819792852664249949157238006591796875,
3,40,-7.0799890133365881439431177568621933460235595703125,-7.71111178930021079480638945824466645717620849609375,186.685354573400360322921187616884708404541015625,
3,50,-7.0799890133365881439431177568621933460235595703125,-7.7062288277840504946425426169298589229583740234375,186.69344742859192365358467213809490203857421875,
Repeat,Generation,X1,X2,F(x)
4,0,-0.9439374980925929747854752349667251110076904296875,4.7074800866725663439638083218596875667572021484375,106.006909023623251187018468044698238372802734375,
4,10,-0.79622791222876543315578601323068141937255859375,4.858851893673513444582567899487912654876708984375,186.69243503700289465996320359408855438232421875,
4,20,-0.79866939298684513914849958382546901702880859375,4.860072634052553297578924684785306453704833984375,186.7154060296514899164321832358837127685546875,
4,30,-0.79989013336588499214485636912286281585693359375,4.858851893673513444582567899487912654876708984375,186.729024966162768350841361097991466522216796875,
4,40,-7.08365123447370859111060781287960708141326904296875,4.858851893673513444582567899487912654876708984375,186.7293890228128248054417781531810760498046875,
4,50,-7.08365123447370859111060781287960708141326904296875,4.858851893673513444582567899487912654876708984375,186.7293890228128248054417781531810760498046875,
Repeat,Generation,X1,X2,F(x)
5,0,-6.985992004150517686866805888712406158447265625,-1.396832178716390870931718382053077220916748046875,164.7993810615977281486266292631626129150390625,
5,10,-7.102572710348827200732557685114443302154541015625,-1.398663289284950650426253559999167919158935546875,184.290465363791923891767510212957859039306640625,
5,20,-7.08487197485274844410696459817700088024139404296875,-1.403546250801110062411680701188743114471435546875,185.63534963975251912415842525660991668701171875,
5,30,-7.08426160466322851760878620552830398082733154296875,-1.405987731559189768404394271783530712127685546875,185.87159160494485377057571895420551300048828125,
5,40,-7.08426160466322851760878620552830398082733154296875,-1.405987731559189768404394271783530712127685546875,185.87159160494485377057571895420551300048828125,
5,50,-7.08365123447370859111060781287960708141326904296875,-1.405987731559189768404394271783530712127685546875,185.8728001222444845552672632038593292236328125,
Repeat,Generation,X1,X2,F(x)
6,0,4.3009735404522846380359624163247644901275634765625,-1.597643971068453794259767164476215839385986328125,52.76520337396878090885365963913500308990478515625,
6,10,4.867397076326792415557065396569669246673583984375,-7.08487197485274844410696459817700088024139404296875,186.522933957625667744650854729115962982177734375,
