Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,F(x)
0,0,-4.795615100558489274362727883271872997283935546875,-4.029029206213568414796100114472210407257080078125,4.74342600787377666193833647412247955799102783203125,-2.26491286965544613707379539846442639827728271484375,2.22991180150761447720242358627729117870330810546875,1.17550462355418527948813789407722651958465576171875,-1.293008209479049153145524542196653783321380615234375,-4.740613422040468094564857892692089080810546875,-4.5481075472273939652723129256628453731536865234375,0.10672200689718369659431118634529411792755126953125,-0.9664357432782981760510665480978786945343017578125,1.92990264595477167830495091038756072521209716796875,-2.361790826136051624217770950053818523883819580078125,-0.4557951597643974395168697810731828212738037109375,2.47616931669057294129743240773677825927734375,1.5392657246620071731513235135935246944427490234375,-0.62955046235541800569990300573408603668212890625,-0.2814148380993071185685039381496608257293701171875,-2.1236585589159826525929020135663449764251708984375,1.18112979522080241423509505693800747394561767578125,0.49829645680104928118225871003232896327972412109375,2.95055879390850517296485122642479836940765380859375,1.7452095095675534963675090693868696689605712890625,-0.144535660878322147482322179712355136871337890625,-2.85243079927976328491467938874848186969757080078125,0.7086153752250741177931558922864496707916259765625,-3.934338816492202628438690226175822317600250244140625,3.11025116733298734317259004455991089344024658203125,-3.16744041261024822375702569843269884586334228515625,-2.15709707937864347826462108059786260128021240234375,-2539.53017249892218387685716152191162109375,
0,10,-4.71780022583697000726488113286904990673065185546875,4.40185308389538310080979499616660177707672119140625,-2.804616840113528741795789755997247993946075439453125,-0.7186156804101688777564049814827740192413330078125,0.894558549760429144726003869436681270599365234375,0.4548576311532936955472905538044869899749755859375,2.00834253975035803563287117867730557918548583984375,1.3320719016083248931181515217758715152740478515625,1.236131473738822705854545347392559051513671875,1.5930173650318923961322070681490004062652587890625,2.78274117252113484255460207350552082061767578125,0.64986358226264240300906749325804412364959716796875,-2.361790826136051624217770950053818523883819580078125,-0.4557951597643974395168697810731828212738037109375,2.47616931669057294129743240773677825927734375,1.5392657246620071731513235135935246944427490234375,-0.62955046235541800569990300573408603668212890625,-0.2814148380993071185685039381496608257293701171875,-0.44048219244972042218932983814738690853118896484375,-1.48520157475508884914461305015720427036285400390625,0.14266060365611821225684252567589282989501953125,-2.169597460860011484129472592030651867389678955078125,1.7452095095675534963675090693868696689605712890625,-0.144535660878322147482322179712355136871337890625,-3.01712332529679283510404275148175656795501708984375,1.528952909939878423983827815391123294830322265625,-2.428355357524338398178542774985544383525848388671875,-0.47704580828272380443877409561537206172943115234375,1.60020508438367858872197757591493427753448486328125,-1.307383648182622426503485257853753864765167236328125,-1279.012350270635351989767514169216156005859375,
0,20,-5.12000000000000010658141036401502788066864013671875,-4.029029206213568414796100114472210407257080078125,2.223349101229896263021146296523511409759521484375,-0.7186156804101688777564049814827740192413330078125,0.894558549760429144726003869436681270599365234375,0.4548576311532936955472905538044869899749755859375,2.0549064607684552896671448252163827419281005859375,1.3320719016083248931181515217758715152740478515625,0.99424909207434364333266785251908004283905029296875,-0.26203924680318646522891867789439857006072998046875,-1.05737601855525387151146787800826132297515869140625,0.64986358226264240300906749325804412364959716796875,-2.361790826136051624217770950053818523883819580078125,-0.4557951597643974395168697810731828212738037109375,2.47616931669057294129743240773677825927734375,1.5392657246620071731513235135935246944427490234375,-0.62955046235541800569990300573408603668212890625,-0.27735221411786259437803892069496214389801025390625,-0.44048219244972042218932983814738690853118896484375,-1.48520157475508884914461305015720427036285400390625,0.14266060365611821225684252567589282989501953125,-2.169597460860011484129472592030651867389678955078125,1.7452095095675534963675090693868696689605712890625,-0.144535660878322147482322179712355136871337890625,-3.01712332529679283510404275148175656795501708984375,1.528952909939878423983827815391123294830322265625,-2.428355357524338398178542774985544383525848388671875,-0.47704580828272380443877409561537206172943115234375,1.60020508438367858872197757591493427753448486328125,-1.307383648182622426503485257853753864765167236328125,-1166.770950485044522793032228946685791015625,
0,30,-4.95780755027924424638285927358083426952362060546875,4.34591387676625995339918517856858670711517333984375,2.223349101229896263021146296523511409759521484375,-0.7186156804101688777564049814827740192413330078125,0.894558549760429144726003869436681270599365234375,0.4548576311532936955472905538044869899749755859375,2.0549064607684552896671448252163827419281005859375,1.3320719016083248931181515217758715152740478515625,0.05359538560136645202192084980197250843048095703125,-0.26203924680318646522891867789439857006072998046875,-0.9664357432782981760510665480978786945343017578125,1.8336497085482346136586784268729388713836669921875,-2.361790826136051624217770950053818523883819580078125,-0.4557951597643974395168697810731828212738037109375,0.676114383373516147912596352398395538330078125,0.61798760948515241153700117138214409351348876953125,-0.62955046235541800569990300573408603668212890625,-0.2814148380993071185685039381496608257293701171875,-0.44048219244972042218932983814738690853118896484375,-1.48520157475508884914461305015720427036285400390625,0.14266060365611821225684252567589282989501953125,-2.169597460860011484129472592030651867389678955078125,1.7452095095675534963675090693868696689605712890625,-0.144535660878322147482322179712355136871337890625,-3.01712332529679283510404275148175656795501708984375,1.528952909939878423983827815391123294830322265625,-1.137065950498977517924004132510162889957427978515625,-0.47704580828272380443877409561537206172943115234375,1.60020508438367858872197757591493427753448486328125,-1.307383648182622426503485257853753864765167236328125,-953.648104611395183383137919008731842041015625,
0,40,-4.71780022583697000726488113286904990673065185546875,3.10587603381450971795629811822436749935150146484375,-2.80492934965056317508924621506594121456146240234375,-0.7186156804101688777564049814827740192413330078125,0.894558549760429144726003869436681270599365234375,0.4548576311532936955472905538044869899749755859375,2.0549064607684552896671448252163827419281005859375,1.3320719016083248931181515217758715152740478515625,0.07422101504562572671375164645723998546600341796875,-0.18797448652607773311729033594019711017608642578125,-0.9664357432782981760510665480978786945343017578125,1.8336497085482346136586784268729388713836669921875,-2.361790826136051624217770950053818523883819580078125,-0.4557951597643974395168697810731828212738037109375,0.676114383373516147912596352398395538330078125,1.5392657246620071731513235135935246944427490234375,0.41735648670918834568510646931827068328857421875,-0.2814148380993071185685039381496608257293701171875,-0.44048219244972042218932983814738690853118896484375,-1.4864516129032256941400191863067448139190673828125,0.14266060365611821225684252567589282989501953125,0.11797235023041441337454671156592667102813720703125,1.7452095095675534963675090693868696689605712890625,-0.148910794396801549055453506298363208770751953125,0.7929929502243115990722799324430525302886962890625,1.528952909939878423983827815391123294830322265625,-1.549578539384136366408029061858542263507843017578125,-0.47704580828272380443877409561537206172943115234375,1.60020508438367858872197757591493427753448486328125,-1.307383648182622426503485257853753864765167236328125,-684.253186324795706241275183856487274169921875,
0,50,-4.71780022583697000726488113286904990673065185546875,2.98587237159337259839730904786847531795501708984375,-2.80492934965056317508924621506594121456146240234375,-0.7186156804101688777564049814827740192413330078125,0.894558549760429144726003869436681270599365234375,-1.135190893276772694520104778348468244075775146484375,2.0549064607684552896671448252163827419281005859375,1.40957426679280928283333196304738521575927734375,0.07422101504562572671375164645723998546600341796875,-0.26203924680318646522891867789439857006072998046875,-0.9664357432782981760510665480978786945343017578125,1.42207464827417862096581302466802299022674560546875,-2.361790826136051624217770950053818523883819580078125,-0.4557951597643974395168697810731828212738037109375,0.676114383373516147912596352398395538330078125,1.5392657246620071731513235135935246944427490234375,0.41735648670918834568510646931827068328857421875,-0.2814148380993071185685039381496608257293701171875,-0.44048219244972042218932983814738690853118896484375,-1.4864516129032256941400191863067448139190673828125,0.14266060365611821225684252567589282989501953125,-0.17422406689657332634624253842048346996307373046875,1.7452095095675534963675090693868696689605712890625,-0.148910794396801549055453506298363208770751953125,0.7929929502243115990722799324430525302886962890625,1.528952909939878423983827815391123294830322265625,0.28266487624744396356391007429920136928558349609375,-0.23703848384044956532079595490358769893646240234375,1.60020508438367858872197757591493427753448486328125,-1.307383648182622426503485257853753864765167236328125,-608.12304153822742591728456318378448486328125,
0,60,-4.71780022583697000726488113286904990673065185546875,2.99024750511185022361360097420401871204376220703125,-3.033061311685537386750866062357090413570404052734375,-0.598924527726065747401662520132958889007568359375,0.894558549760429144726003869436681270599365234375,0.4548576311532936955472905538044869899749755859375,2.05053132724997677627243319875560700893402099609375,1.40957426679280928283333196304738521575927734375,0.07422101504562572671375164645723998546600341796875,-0.26203924680318646522891867789439857006072998046875,-0.9664357432782981760510665480978786945343017578125,1.42238715781121261017005963367410004138946533203125,-2.361790826136051624217770950053818523883819580078125,-0.4557951597643974395168697810731828212738037109375,0.676114383373516147912596352398395538330078125,1.5392657246620071731513235135935246944427490234375,0.41735648670918834568510646931827068328857421875,-0.2814148380993071185685039381496608257293701171875,-0.44048219244972042218932983814738690853118896484375,-1.4864516129032256941400191863067448139190673828125,0.14266060365611821225684252567589282989501953125,-0.17422406689657332634624253842048346996307373046875,1.67020722067934190846472120028920471668243408203125,0.12484756004516750493849031045101583003997802734375,0.7929929502243115990722799324430525302886962890625,1.528952909939878423983827815391123294830322265625,0.28266487624744396356391007429920136928558349609375,-0.233288369396039030334577546454966068267822265625,1.60020508438367858872197757591493427753448486328125,-1.307383648182622426503485257853753864765167236328125,-598.8351363768846340462914668023586273193359375,
0,70,-4.71780022583697000726488113286904990673065185546875,2.0436561174352245728869092999957501888275146484375,-2.80492934965056317508924621506594121456146240234375,-0.7186156804101688777564049814827740192413330078125,0.894558549760429144726003869436681270599365234375,0.4548576311532936955472905538044869899749755859375,2.31053926206244142349532921798527240753173828125,1.398948942533646544461589655838906764984130859375,0.07422101504562572671375164645723998546600341796875,-0.14297311319315131328266943455673754215240478515625,-0.9664357432782981760510665480978786945343017578125,1.42207464827417862096581302466802299022674560546875,-0.37423017059846852561122432234697043895721435546875,-0.4557951597643974395168697810731828212738037109375,0.676114383373516147912596352398395538330078125,1.5392657246620071731513235135935246944427490234375,0.41735648670918834568510646931827068328857421875,-0.2814148380993071185685039381496608257293701171875,-0.44048219244972042218932983814738690853118896484375,-1.4864516129032256941400191863067448139190673828125,0.14266060365611821225684252567589282989501953125,-0.17422406689657332634624253842048346996307373046875,1.7452095095675534963675090693868696689605712890625,0.388918118839075788173431647010147571563720703125,0.7929929502243115990722799324430525302886962890625,1.3936362804040651752757185022346675395965576171875,0.28266487624744396356391007429920136928558349609375,-0.23703848384044956532079595490358769893646240234375,1.5664540543839837738460118998773396015167236328125,-1.307383648182622426503485257853753864765167236328125,-518.2674297315428475485532544553279876708984375,
0,80,-4.71780022583697000726488113286904990673065185546875,2.99024750511185022361360097420401871204376220703125,-2.80492934965056317508924621506594121456146240234375,-0.7186156804101688777564049814827740192413330078125,0.894558549760429144726003869436681270599365234375,0.4548576311532936955472905538044869899749755859375,2.31053926206244142349532921798527240753173828125,1.398948942533646544461589655838906764984130859375,0.07422101504562572671375164645723998546600341796875,-0.14297311319315131328266943455673754215240478515625,-0.9664357432782981760510665480978786945343017578125,1.42207464827417862096581302466802299022674560546875,-0.37423017059846852561122432234697043895721435546875,-0.4557951597643974395168697810731828212738037109375,0.676114383373516147912596352398395538330078125,0.004531388286995507996834930963814258575439453125,0.23828852198858641031620209105312824249267578125,-0.2814148380993071185685039381496608257293701171875,-0.44048219244972042218932983814738690853118896484375,-1.369885555589464676273792065330781042575836181640625,0.14266060365611821225684252567589282989501953125,-0.17422406689657332634624253842048346996307373046875,1.7452095095675534963675090693868696689605712890625,0.388918118839075788173431647010147571563720703125,0.7929929502243115990722799324430525302886962890625,1.3936362804040651752757185022346675395965576171875,0.28266487624744396356391007429920136928558349609375,-0.23703848384044956532079595490358769893646240234375,1.22425611133152312248739690403454005718231201171875,-1.307383648182622426503485257853753864765167236328125,-453.539226752093100003548897802829742431640625,
0,90,-4.7159251686147651838609817787073552608489990234375,2.04271858882412171709574977285228669643402099609375,-2.805241859187597608382702674134634435176849365234375,-0.7186156804101688777564049814827740192413330078125,0.894558549760429144726003869436681270599365234375,0.4548576311532936955472905538044869899749755859375,2.31053926206244142349532921798527240753173828125,1.398948942533646544461589655838906764984130859375,0.07422101504562572671375164645723998546600341796875,-0.14297311319315131328266943455673754215240478515625,-0.9664357432782981760510665480978786945343017578125,1.04737571337015911154821878881193697452545166015625,-0.37423017059846852561122432234697043895721435546875,-0.56298593096713123173913118080236017704010009765625,0.676114383373516147912596352398395538330078125,0.0042188787499615187925883219577372074127197265625,0.41735648670918834568510646931827068328857421875,-0.2814148380993071185685039381496608257293701171875,-0.44048219244972042218932983814738690853118896484375,-1.4864516129032256941400191863067448139190673828125,0.14266060365611821225684252567589282989501953125,-0.17422406689657332634624253842048346996307373046875,1.5880172124393450161505825235508382320404052734375,0.12484756004516750493849031045101583003997802734375,0.7929929502243115990722799324430525302886962890625,1.47426374095889212156862413394264876842498779296875,0.28266487624744396356391007429920136928558349609375,-0.23703848384044956532079595490358769893646240234375,1.22144352549821544329233802272938191890716552734375,-0.38298043763542555240064757526852190494537353515625,-386.69724905691691674292087554931640625,
