Repeat,Generation,X1,X2,F(x)
0,0,-1.294117647058822484495976823382079601287841796875,4.1176470588235307701552301296032965183258056640625,38.022774961757704659248702228069305419921875,
0,10,4.823529411764706509302413905970752239227294921875,-7.098039215686274161498658941127359867095947265625,183.5286065448698309410247020423412322998046875,
0,20,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
0,30,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
0,40,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
0,50,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
1,0,-1.4509803921568629192506705294363200664520263671875,-0.6666666666666660745477201999165117740631103515625,148.3862232317684402005397714674472808837890625,
1,10,-7.72549019607843145962533526471816003322601318359375,-0.823529411764706509302413905970752239227294921875,184.858993530578487707316526211798191070556640625,
1,20,-7.72549019607843145962533526471816003322601318359375,-0.823529411764706509302413905970752239227294921875,184.858993530578487707316526211798191070556640625,
1,30,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
1,40,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
1,50,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
2,0,4.745098039215687180103486753068864345550537109375,-0.5882352941176467453487930470146238803863525390625,85.2272401725640378344905911944806575775146484375,
2,10,5.5294117647058822484495976823382079601287841796875,-1.4509803921568629192506705294363200664520263671875,180.49535161107445446759811602532863616943359375,
2,20,5.5294117647058822484495976823382079601287841796875,-1.4509803921568629192506705294363200664520263671875,180.49535161107445446759811602532863616943359375,
2,30,5.4509803921568629192506705294363200664520263671875,-1.4509803921568629192506705294363200664520263671875,182.9551905641918665423872880637645721435546875,
2,40,5.4509803921568629192506705294363200664520263671875,-1.4509803921568629192506705294363200664520263671875,182.9551905641918665423872880637645721435546875,
2,50,5.4509803921568629192506705294363200664520263671875,-1.4509803921568629192506705294363200664520263671875,182.9551905641918665423872880637645721435546875,
Repeat,Generation,X1,X2,F(x)
3,0,-0.2745098039215694285530844354070723056793212890625,-8.27450980392156765219624503515660762786865234375,47.15423803322715912145213223993778228759765625,
3,10,4.745098039215687180103486753068864345550537109375,5.4509803921568629192506705294363200664520263671875,156.958934813052707113456563092768192291259765625,
3,20,4.823529411764706509302413905970752239227294921875,5.4509803921568629192506705294363200664520263671875,181.7709583740394236883730627596378326416015625,
3,30,4.823529411764706509302413905970752239227294921875,5.4509803921568629192506705294363200664520263671875,181.7709583740394236883730627596378326416015625,
3,40,4.823529411764706509302413905970752239227294921875,5.4509803921568629192506705294363200664520263671875,181.7709583740394236883730627596378326416015625,
3,50,-7.72549019607843145962533526471816003322601318359375,5.4509803921568629192506705294363200664520263671875,183.804276305158595050670555792748928070068359375,
Repeat,Generation,X1,X2,F(x)
4,0,-0.5882352941176467453487930470146238803863525390625,-7.88235294117647100620160927064716815948486328125,66.81923407988898588882875628769397735595703125,
4,10,-7.6470588235294112422479884116910398006439208984375,-0.7450980392156854037466473528183996677398681640625,171.580207211870373384954291395843029022216796875,
4,20,-7.72549019607843145962533526471816003322601318359375,-0.7450980392156854037466473528183996677398681640625,179.434139868986989085897221229970455169677734375,
4,30,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
4,40,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
4,50,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
5,0,-2.07843137254902021737734685302712023258209228515625,-1.372549019607841813694903976283967494964599609375,69.8847669274258578298031352460384368896484375,
5,10,4.823529411764706509302413905970752239227294921875,5.4509803921568629192506705294363200664520263671875,181.7709583740394236883730627596378326416015625,
5,20,-7.72549019607843145962533526471816003322601318359375,5.4509803921568629192506705294363200664520263671875,183.804276305158595050670555792748928070068359375,
5,30,-7.72549019607843145962533526471816003322601318359375,-0.823529411764706509302413905970752239227294921875,184.858993530578487707316526211798191070556640625,
5,40,-7.72549019607843145962533526471816003322601318359375,-0.823529411764706509302413905970752239227294921875,184.858993530578487707316526211798191070556640625,
5,50,-7.72549019607843145962533526471816003322601318359375,-0.823529411764706509302413905970752239227294921875,184.858993530578487707316526211798191070556640625,
Repeat,Generation,X1,X2,F(x)
6,0,5.4509803921568629192506705294363200664520263671875,-7.6470588235294112422479884116910398006439208984375,175.759060332073460131141473539173603057861328125,
6,10,5.4509803921568629192506705294363200664520263671875,-7.72549019607843145962533526471816003322601318359375,183.804276305158595050670555792748928070068359375,
6,20,5.4509803921568629192506705294363200664520263671875,-7.72549019607843145962533526471816003322601318359375,183.804276305158595050670555792748928070068359375,
6,30,-0.823529411764706509302413905970752239227294921875,-7.72549019607843145962533526471816003322601318359375,184.858993530578487707316526211798191070556640625,
6,40,-0.823529411764706509302413905970752239227294921875,-7.72549019607843145962533526471816003322601318359375,184.858993530578487707316526211798191070556640625,
6,50,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
7,0,5.5294117647058822484495976823382079601287841796875,-5.5294117647058822484495976823382079601287841796875,48.36985103947291264603336458094418048858642578125,
7,10,5.4509803921568629192506705294363200664520263671875,4.901960784313725838501341058872640132904052734375,180.003189468325302868834114633500576019287109375,
7,20,5.4509803921568629192506705294363200664520263671875,4.823529411764706509302413905970752239227294921875,181.7709583740394236883730627596378326416015625,
7,30,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
7,40,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
7,50,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
8,0,-1.4509803921568629192506705294363200664520263671875,5.5294117647058822484495976823382079601287841796875,180.49535161107445446759811602532863616943359375,
8,10,-1.4509803921568629192506705294363200664520263671875,5.5294117647058822484495976823382079601287841796875,180.49535161107445446759811602532863616943359375,
8,20,-1.4509803921568629192506705294363200664520263671875,5.4509803921568629192506705294363200664520263671875,182.9551905641918665423872880637645721435546875,
8,30,-1.4509803921568629192506705294363200664520263671875,5.4509803921568629192506705294363200664520263671875,182.9551905641918665423872880637645721435546875,
8,40,-1.4509803921568629192506705294363200664520263671875,5.4509803921568629192506705294363200664520263671875,182.9551905641918665423872880637645721435546875,
8,50,-7.72549019607843145962533526471816003322601318359375,5.4509803921568629192506705294363200664520263671875,183.804276305158595050670555792748928070068359375,
Repeat,Generation,X1,X2,F(x)
9,0,-0.7450980392156854037466473528183996677398681640625,4.745098039215687180103486753068864345550537109375,153.227074087079159880886436440050601959228515625,
9,10,-0.823529411764706509302413905970752239227294921875,4.823529411764706509302413905970752239227294921875,182.814007886989173812253284268081188201904296875,
9,20,-7.098039215686274161498658941127359867095947265625,4.823529411764706509302413905970752239227294921875,183.5286065448698309410247020423412322998046875,
9,30,-7.098039215686274161498658941127359867095947265625,4.823529411764706509302413905970752239227294921875,183.5286065448698309410247020423412322998046875,
9,40,-7.098039215686274161498658941127359867095947265625,4.823529411764706509302413905970752239227294921875,183.5286065448698309410247020423412322998046875,
9,50,-7.098039215686274161498658941127359867095947265625,4.823529411764706509302413905970752239227294921875,183.5286065448698309410247020423412322998046875,
Repeat,Generation,X1,X2,F(x)
10,0,4.823529411764706509302413905970752239227294921875,5.7647058823529402360463791410438716411590576171875,46.8319302107737058804559637792408466339111328125,
10,10,4.901960784313725838501341058872640132904052734375,-7.098039215686274161498658941127359867095947265625,181.743744062649483339555445127189159393310546875,
10,20,4.823529411764706509302413905970752239227294921875,-7.098039215686274161498658941127359867095947265625,183.5286065448698309410247020423412322998046875,
10,30,4.823529411764706509302413905970752239227294921875,-7.098039215686274161498658941127359867095947265625,183.5286065448698309410247020423412322998046875,
10,40,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
10,50,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
11,0,-6.4705882352941177515504023176617920398712158203125,-7.25490196078431370807493294705636799335479736328125,82.4506234621006086626948672346770763397216796875,
11,10,4.901960784313725838501341058872640132904052734375,5.4509803921568629192506705294363200664520263671875,180.003189468325302868834114633500576019287109375,
11,20,4.823529411764706509302413905970752239227294921875,-7.098039215686274161498658941127359867095947265625,183.5286065448698309410247020423412322998046875,
11,30,4.823529411764706509302413905970752239227294921875,-7.098039215686274161498658941127359867095947265625,183.5286065448698309410247020423412322998046875,
11,40,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
11,50,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
12,0,-2.94117647058823461492238493519835174083709716796875,4.823529411764706509302413905970752239227294921875,42.5537632631579754161066375672817230224609375,
12,10,6.156862745098038658397854305803775787353515625,5.5294117647058822484495976823382079601287841796875,112.0524447782661496830769465304911136627197265625,
12,20,4.901960784313725838501341058872640132904052734375,-0.823529411764706509302413905970752239227294921875,181.036095058876213670373545028269290924072265625,
12,30,-1.4509803921568629192506705294363200664520263671875,-7.098039215686274161498658941127359867095947265625,184.724289758670266792250913567841053009033203125,
