Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,F(x)
0,0,-86.5047151097140414321984280832111835479736328125,-65.3614917447431906794008682481944561004638671875,-6.4973906674398023142202873714268207550048828125,49.449140903958237913684570230543613433837890625,5.8381908627582532744781929068267345428466796875,27.9580065309610290569253265857696533203125,39.085055085909601757521159015595912933349609375,-24.7901852473525110553964623250067234039306640625,60.2099673451948547153733670711517333984375,-11.3315225684377622883403091691434383392333984375,30.59480574968716837247484363615512847900390625,46.836756492812895658062188886106014251708984375,57.377849665822310498697333969175815582275390625,64.3421735282448707948788069188594818115234375,-14.981536301767022223430103622376918792724609375,-65.4774620807519767140547628514468669891357421875,-66.3930173650318948830317822284996509552001953125,-74.767296365245528022569487802684307098388671875,42.887661366618857528010266833007335662841796875,25.186925870540477490067132748663425445556640625,3.268532364879291662873583845794200897216796875,1.7975402081362261696995119564235210418701171875,-99.4384594256416534108211635611951351165771484375,39.8846400341807338918442837893962860107421875,71.6116824854274227618589065968990325927734375,-24.1920224616229688763269223272800445556640625,22.04962309640797002430190332233905792236328125,-31.9071016571550671869772486388683319091796875,-76.268807031464575629797764122486114501953125,12.1372112186040936876452178694307804107666015625,38.46858119449444757265155203640460968017578125,3.103732413708911508365417830646038055419921875,37.62016663106174974018358625471591949462890625,90.746787926877658492230693809688091278076171875,-79.5709097567674774609258747659623622894287109375,50.08392590105898989349952898919582366943359375,-5.4719687490462973755711573176085948944091796875,3.335673085726483577673207037150859832763671875,-24.997711111789300275631831027567386627197265625,10.16571550645466004425543360412120819091796875,97.155674916837057253360399045050144195556640625,29.44120609149450729091768153011798858642578125,-41.88055055391094327887913095764815807342529296875,-62.889492477187417307504802010953426361083984375,62.13263344218268002805416472256183624267578125,56.2791833246864143802667967975139617919921875,5.95416119876705351998680271208286285400390625,-1.040681173131503101103589870035648345947265625,-5.5940427869502826752068358473479747772216796875,-60.08178960539567725618326221592724323272705078125,-121621.903905046288855373859405517578125,
0,1500,-8.0416272469252589871757663786411285400390625,-11.7160557878353159821926965378224849700927734375,-3.006073183385723268656875006854534149169921875,-31.223487044892721087308018468320369720458984375,24.0760521256141828416730277240276336669921875,19.4738608966338091477155103348195552825927734375,12.2287667470320826623719767667353153228759765625,2.1576586199530112253341940231621265411376953125,40.787987914670253530857735313475131988525390625,65.037995544297615424511604942381381988525390625,38.34650715659046227301587350666522979736328125,-1.113925595873894280884996987879276275634765625,-5.85039826654866601529647596180438995361328125,32.1573534348582370512303896248340606689453125,-24.7291482284005184055786230601370334625244140625,-36.52760399182104578130747540853917598724365234375,-31.205175939207123292362666688859462738037109375,-15.8726767784661433324799872934818267822265625,30.64973906674396175731089897453784942626953125,-4.4160283211767961120131076313555240631103515625,-28.3303323465681984316688613034784793853759765625,-18.906216620380263293554889969527721405029296875,-71.4224677266762313365688896737992763519287109375,-42.985320596942045767718809656798839569091796875,-22.0984527115695783550108899362385272979736328125,-1.022370067445905306158238090574741363525390625,28.635517441328175891612772829830646514892578125,-9.57976012451553060600417666137218475341796875,59.056367687002165212106774561107158660888671875,14.670247505111859709359123371541500091552734375,4.239020966216003216686658561229705810546875,28.159428693502604801324196159839630126953125,3.018280587176121798620442859828472137451171875,-20.6579790643024949758910224772989749908447265625,18.558305612353905189593206159770488739013671875,-33.292641987365328759551630355417728424072265625,-13.6448255867183405598552781157195568084716796875,16.7882320627460472906022914685308933258056640625,19.095431379131440507990191690623760223388671875,51.036103396710103652367251925170421600341796875,56.3646351512192040900117717683315277099609375,26.08417004913479786409880034625530242919921875,-46.787926877651301538207917474210262298583984375,-15.4454176458021805729003972373902797698974609375,1.3458662678914805610475013963878154754638671875,-5.142368846705522855700110085308551788330078125,8.3285012359996386521743261255323886871337890625,-32.2305978576006424418665119446814060211181640625,-26.5846736045411518034597975201904773712158203125,-30.3628650776696105140217696316540241241455078125,-44227.0237407033055205829441547393798828125,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,F(x)
1,0,58.20184942167423969294759444892406463623046875,14.737388225959051624158746562898159027099609375,-48.2345042268135557606001384556293487548828125,-94.10382396923733949734014458954334259033203125,10.971404156620991443560342304408550262451171875,18.454542680135517684902879409492015838623046875,-89.001129184850611864021630026400089263916015625,-40.6781212805566525503309094347059726715087890625,-37.3332926419873700751850265078246593475341796875,36.960966826380200700441491790115833282470703125,85.064241462446972263933275826275348663330078125,-0.613422040467554552378715015947818756103515625,-89.5870845667897555131276021711528301239013671875,-27.99462874233222464681603014469146728515625,-16.751609851374865911566303111612796783447265625,-5.6062501907406812051704037003219127655029296875,-7.083346049378945963326259516179561614990234375,3.958250679036837027524597942829132080078125,-17.5878170110171794249254162423312664031982421875,37.36991485335857987593044526875019073486328125,49.229407635731064374340348877012729644775390625,-8.1759086886196428167750127613544464111328125,-36.44215216528824186070778523571789264678955078125,-46.702475051118511828462942503392696380615234375,-42.09418012024293176409628358669579029083251953125,1.120029297769093545866780914366245269775390625,-18.5460982085634924487749231047928333282470703125,97.49748222296824451404972933232784271240234375,24.5033112582781313903979025781154632568359375,-72.4295785393841384802726679481565952301025390625,7.4922940763573251388152129948139190673828125,31.9071016571550671869772486388683319091796875,63.621936704611329105318873189389705657958984375,-23.4412671285134450727127841673791408538818359375,10.15961180455946077927364967763423919677734375,-40.14709921567430939148835022933781147003173828125,-4.8188726462599476008108467794954776763916015625,-82.696005127109600607582251541316509246826171875,26.5419476912747569485873100347816944122314453125,59.324930570390932871305267326533794403076171875,64.732810449537652175422408618032932281494140625,0.3143406476027621465618722140789031982421875,-71.4712973418378254564231610856950283050537109375,-55.34531693472090552177178324200212955474853515625,3.451643421735269612327101640403270721435546875,-64.0125736259041104858624748885631561279296875,17.148350474562818135382258333265781402587890625,-82.2931608020264349079297971911728382110595703125,-65.72771385845516078916261903941631317138671875,53.044221320230718674793024547398090362548828125,-119363.63317701427149586379528045654296875,
1,1500,-25.85833307901242505977279506623744964599609375,-61.87017426068911163383745588362216949462890625,3.9765617847224348224699497222900390625,-23.4839930417798399275852716527879238128662109375,33.32926419873655277115176431834697723388671875,-12.3752555925168650219347910024225711822509765625,-47.8804895168919983916566707193851470947265625,8.4994048890652180716642760671675205230712890625,8.0233161412396611922304145991802215576171875,-8.6031678212836055763546028174459934234619140625,-2.7741325113681369884943705983459949493408203125,32.2611163670766245559207163751125335693359375,-2.05999938962980877477093599736690521240234375,29.84405041657765877971542067825794219970703125,10.855433820612205408906447701156139373779296875,23.8319040498062122424016706645488739013671875,1.6388439588610452801731298677623271942138671875,46.34235663930172677282826043665409088134765625,34.36078981902522855307324789464473724365234375,-41.2396618549150133503644610755145549774169921875,17.471846675008379179416806437075138092041015625,-24.4788964506973485413254820741713047027587890625,51.4755699331644791527651250362396240234375,-2.3285622730185906448241439647972583770751953125,-8.1026642658772516369936056435108184814453125,-5.70390942106388365573366172611713409423828125,14.578691976683870734632364474236965179443359375,-63.92712179937131367069014231674373149871826171875,-1.211584826197082520593539811670780181884765625,-51.45115512558366077655591652728617191314697265625,12.4485000152592562017161981202661991119384765625,8.9632862331003622102798544801771640777587890625,13.1565294351023993613125639967620372772216796875,39.005706961272011312757967971265316009521484375,-23.5938596758934266972573823295533657073974609375,-87.9329813531907120705000124871730804443359375,33.40250862147894395093317143619060516357421875,48.1124301889095704609644599258899688720703125,-19.260231330301820662498357705771923065185546875,-2.5299844355601663892230135388672351837158203125,41.428876613666176353945047594606876373291015625,11.9602038636432865814640535973012447357177734375,39.9029511398663316867896355688571929931640625,-19.998779259620960147003643214702606201171875,-8.957182531205177156152785755693912506103515625,-33.329264198736524349442333914339542388916015625,-39.6160771507919520217910758219659328460693359375,2.0538956877346237206438672728836536407470703125,5.2095095675527289813544484786689281463623046875,-3.3478804895168963184914900921285152435302734375,-48777.56794222109601832926273345947265625,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,F(x)
2,0,12.5949888607440385612790123559534549713134765625,-90.3988769188512861774142947979271411895751953125,11.7526779992065115720834000967442989349365234375,-26.798303170873140288676950149238109588623046875,-27.127903073213900597693282179534435272216796875,51.023895992919705122403684072196483612060546875,-91.3510544145023999362820177339017391204833984375,61.71758171330913000929285772144794464111328125,69.011505478072450614490662701427936553955078125,72.423474837488953426145599223673343658447265625,82.848597674489582232126849703490734100341796875,24.912259285256510565886856056749820709228515625,54.808191167943363097947440110146999359130859375,-31.7300943021942742916507995687425136566162109375,-4.3427838984344049322317005135118961334228515625,75.200659199804675836276146583259105682373046875,-16.4830469679860840415130951441824436187744140625,-61.5771965697195327038571122102439403533935546875,32.3587755973998127956292591989040374755859375,-3.9765617847224348224699497222900390625,18.741416669209883139046723954379558563232421875,70.52522354808189675168250687420368194580078125,-37.93755912961211151923635043203830718994140625,83.4345530564287400920875370502471923828125,21.77495651112400310012162663042545318603515625,-28.775902584917758986193803139030933380126953125,-75.963621936704612380708567798137664794921875,17.441328165532382854507886804640293121337890625,-50.5294961394085504480244708247482776641845703125,-28.6599322489089587406851933337748050689697265625,29.190954313791309004955110140144824981689453125,25.97430341502121109442668966948986053466796875,82.32978301339761628696578554809093475341796875,80.3216650898770012645400129258632659912109375,9.83001190221870047025731764733791351318359375,32.865382854701380210826755501329898834228515625,54.08795434430982140838750638067722320556640625,-5.4719687490462973755711573176085948944091796875,-24.893948179570912770941504277288913726806640625,-83.709219641712707016267813742160797119140625,11.7709891048921093670287518762052059173583984375,1.9440290536210085292623261921107769012451171875,30.79012421033354485189192928373813629150390625,-8.0721457564012553120846860110759735107421875,24.710837122714934821487986482679843902587890625,-13.5288552507095545252013835124671459197998046875,34.53779717398600723754498176276683807373046875,-34.4462416455580324736729380674660205841064453125,20.725119785149701101545360870659351348876953125,10.611285744804234809635090641677379608154296875,-113871.97639724912005476653575897216796875,
2,1500,40.311899166844710862278589047491550445556640625,-30.674153874324787238947465084493160247802734375,-10.6845301675466117785617825575172901153564453125,11.246070741904958367740618996322154998779296875,20.1086458937345611275304690934717655181884765625,-9.70793786431471517062163911759853363037109375,21.121860408337653325361316092312335968017578125,13.77300332651753933532745577394962310791015625,-9.1952269051179627012970740906894207000732421875,-60.5517746513260277652079821564257144927978515625,1.7303994872890342548998887650668621063232421875,-13.5532700582903515851285192184150218963623046875,-87.5911740470595390206653974018990993499755859375,-16.965239417706840185928740538656711578369140625,4.9104281746879365755376056768000125885009765625,37.74224066896573503981926478445529937744140625,-16.989654225287637245855876244604587554931640625,22.7088229010895048531892825849354267120361328125,-8.975493636890774951098137535154819488525390625,2.4201178014465796195509028621017932891845703125,-17.026276436658832835746579803526401519775390625,10.708944975127423049343633465468883514404296875,23.0262153996398666322420467622578144073486328125,12.6499221778008319461150676943361759185791015625,-46.4522232734153277533550863154232501983642578125,-23.4534745323038436026763520203530788421630859375,-5.77715384380627483551506884396076202392578125,-25.4799035615100564200474764220416545867919921875,-17.105624561296423280509770847856998443603515625,-33.4330271309549260649873758666217327117919921875,7.345805230872514357542968355119228363037109375,-18.576616718039502984538557939231395721435546875,-2.2186956389050038751520332880318164825439453125,40.836817529831847650712006725370883941650390625,-20.7861568041016795405084849335253238677978515625,-23.6121707815790244922027341090142726898193359375,4.5869319742423755315030575729906558990478515625,-5.4719687490462973755711573176085948944091796875,-22.06793420209356781924725510179996490478515625,-6.961272011474960663690580986440181732177734375,-16.965239417706840185928740538656711578369140625,1.9440290536210085292623261921107769012451171875,30.79012421033354485189192928373813629150390625,-8.0721457564012553120846860110759735107421875,24.710837122714934821487986482679843902587890625,-13.5288552507095545252013835124671459197998046875,34.53779717398600723754498176276683807373046875,-34.4462416455580324736729380674660205841064453125,20.725119785149701101545360870659351348876953125,2.829065828424944584185141138732433319091796875,-33661.2969764829831547103822231292724609375,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,F(x)
3,0,97.67448957792902319852146320044994354248046875,29.136020996734515620119054801762104034423828125,84.52101199377420925884507596492767333984375,-32.0230719931638532216311432421207427978515625,13.93169957579272022485383786261081695556640625,91.930906094546344320406205952167510986328125,16.3121433149205046220231452025473117828369140625,62.999359111301004077176912687718868255615234375,-63.139744254890587171757942996919155120849609375,8.5421308023316129265367635525763034820556640625,-59.71556749168370714642151142470538616180419921875,-40.873439741203043240602710284292697906494140625,-5.68559831537828586078830994665622711181640625,-11.4719077120273453829213394783437252044677734375,59.617908261360497590430895797908306121826171875,34.61714529862359768230817280709743499755859375,92.284920804467901689349673688411712646484375,-50.09613330484938842346309684216976165771484375,32.3709830011902113255928270518779754638671875,21.420941801202417309468728490173816680908203125,15.8055360576189372068256489001214504241943359375,40.0616473891415125763160176575183868408203125,30.00274666585283966924180276691913604736328125,66.24652851954709831261425279080867767333984375,-13.6875514999847354147277656011283397674560546875,90.13641773735770357234287075698375701904296875,72.417371135593754161163815297186374664306640625,-64.4398327585680732454420649446547031402587890625,-36.112552262947474446264095604419708251953125,-71.6299935911130063459495431743562221527099609375,8.8412121951963769106441759504377841949462890625,11.258278145695356897704186849296092987060546875,7.5899533066805133785237558186054229736328125,-5.105746635334327265809406526386737823486328125,78.07550279244361490782466717064380645751953125,49.150059511093473929577157832682132720947265625,28.330332346568184220814146101474761962890625,48.7594225898006925490335561335086822509765625,-11.4169743949705519980852841399610042572021484375,-11.4169743949705519980852841399610042572021484375,56.0289315469832445160136558115482330322265625,-21.5552232428968153499226900748908519744873046875,10.696737571337024519380065612494945526123046875,-60.5639820551164262951715500093996524810791015625,-27.99462874233222464681603014469146728515625,-6.5584276863917949640381266362965106964111328125,-99.7314371166112181299467920325696468353271484375,44.303720206305143847202998585999011993408203125,-26.4076662495803731189880636520683765411376953125,-24.8023926511429095853600301779806613922119140625,-124172.631093089861678890883922576904296875,
