Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,F(x)
0,0,-0.4058961760307653321433463133871555328369140625,32.767723624378191971118212677538394927978515625,-59.3554490798669434070689021609723567962646484375,-24.2408520767845629961811937391757965087890625,5.3682058168279098708808305673301219940185546875,3.469954527420867407272453419864177703857421875,-10.977507858516190708542126230895519256591796875,-38.908047730948823073049425147473812103271484375,39.439069795831159126464626751840114593505859375,13.91338847010712242990848608314990997314453125,-62.987151707510605547213344834744930267333984375,-32.5540940580462034859010600484907627105712890625,25.77898495437483461500960402190685272216796875,34.03729361857966750903869979083538055419921875,35.721915341654721487429924309253692626953125,18.19208349864192086897674016654491424560546875,-67.78466139713736993144266307353973388671875,-47.8621784112064005967113189399242401123046875,31.058687093722340932799852453172206878662109375,-57.3534348582415276496249134652316570281982421875,60.53956724753561502438969910144805908203125,-43.44309823908199774677996174432337284088134765625,-46.3606677449873387786283274181187152862548828125,-10.5929746391186228038350236602127552032470703125,-15.286721396526985472519299946725368499755859375,-31.7667165135654698815415031276643276214599609375,25.138096255378883370212861336767673492431640625,45.030060731833856380035285837948322296142578125,-12.179937131870474331662990152835845947265625,-61.63212988677633319412052514962852001190185546875,-53.61796929837947089936278644017875194549560546875,86.864833521530812276978394947946071624755859375,75.157933286538280981403659097850322723388671875,-10.7150486770226081034707021899521350860595703125,-16.702780236213271791712031699717044830322265625,9.7018341624195016947851399891078472137451171875,-83.916745506149482025648467242717742919921875,67.339091158787795166063006035983562469482421875,53.73393963438826403944403864443302154541015625,-27.5307473982970662973457365296781063079833984375,-43.24777977843562126736287609674036502838134765625,71.001312295907467841971083544194698333740234375,-47.9110080263679947165655903518199920654296875,-0.5584887234107469566879444755613803863525390625,-23.5999633777886259622391662560403347015380859375,58.15301980651264557309332303702831268310546875,30.961027863399152693091309629380702972412109375,-33.5062715536973172447687829844653606414794921875,-85.143589587084562708696466870605945587158203125,-34.12884914700765648376545868813991546630859375,-33038.25868404013453982770442962646484375,
0,1500,-8.871730704672387446407810784876346588134765625,-15.8177434614093357367892167530953884124755859375,63.371684926908159241065732203423976898193359375,3.433332316049671817381749860942363739013671875,15.4881435590685754277728847227990627288818359375,4.7029023102511615661569521762430667877197265625,5.91753898739585793009609915316104888916015625,-68.138676107058927300386130809783935546875,-16.4952543717764825714766629971563816070556640625,-6.979583117160558458635932765901088714599609375,-10.34882656331063799370895139873027801513671875,-15.030365916928616343284375034272670745849609375,-14.18805505539108935408876277506351470947265625,-32.706686605426199321300373412668704986572265625,-29.4778283028656886699536698870360851287841796875,-15.6834620197149519071899703703820705413818359375,-1.99896237067781612495309673249721527099609375,7.6631977294229045583051629364490509033203125,-2.4323252052369781495144707150757312774658203125,24.3995483260597438857075758278369903564453125,23.6548966948454193470752215944230556488037109375,19.2785424359874326682984246872365474700927734375,-1.96844386120181980004417710006237030029296875,-3.073213904232915183456498198211193084716796875,21.68340098269601412539486773312091827392578125,14.07208471938230331943486817181110382080078125,-1.065095980712300161030725575983524322509765625,-60.31983397930844859047283534891903400421142578125,-10.6051820429090213337985915131866931915283203125,1.2176885280922959964300389401614665985107421875,-8.2552568132572332615382038056850433349609375,23.6732078005310171420205733738839626312255859375,-11.5512558366649358276845305226743221282958984375,-25.4127628406628645052478532306849956512451171875,-4.940946684163947111301240511238574981689453125,26.15131076998198977889842353761196136474609375,35.294656208990744516995619051158428192138671875,3.347880489516882107636774890124797821044921875,-5.117954039124725795772974379360675811767578125,0.991851557969908981249318458139896392822265625,10.971404156620991443560342304408550262451171875,-36.58253730887783916614353074692189693450927734375,20.1269569994201589224758208729326725006103515625,-2.8534806360057274332575616426765918731689453125,2.4018066957609818246055510826408863067626953125,-48.5030671102023376306533464230597019195556640625,64.0430921353801068107713945209980010986328125,-24.0760521256141828416730277240276336669921875,-33.7382122257148893140765721909701824188232421875,16.959135715811640920946956612169742584228515625,-6332.0207252783793592243455350399017333984375,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,F(x)
1,0,-3.268532364879291662873583845794200897216796875,-48.71669667653431901044314145110547542572021484375,-71.141697439497050936552113853394985198974609375,-42.5885799737540793330481392331421375274658203125,-74.883266701254314057223382405936717987060546875,19.064912869655444183081272058188915252685546875,38.09015167699209314378094859421253204345703125,-64.867091891232036005021655000746250152587890625,-61.76641132847071702371977153234183788299560546875,1.022370067445905306158238090574741363525390625,-62.29743339335306728798968833871185779571533203125,44.053468428601945561240427196025848388671875,23.0872524185918877037693164311349391937255859375,-29.2641987365337143955912324599921703338623046875,25.070955534531691455413238145411014556884765625,-91.998046815393536235205829143524169921875,75.102999969481487596567603759467601776123046875,84.728537858210984268225729465484619140625,6.717123935666990064419223926961421966552734375,13.4617145298623626104017603211104869842529296875,-47.84386730552079569633860955946147441864013671875,-6.05792413098544102467712946236133575439453125,42.753379924924473698411020450294017791748046875,-16.0069582201605271620792336761951446533203125,-19.174779503769030952753382734954357147216796875,43.137913144322027392263407818973064422607421875,8.9510788293099636803162866272032260894775390625,-32.2244941557054289660300128161907196044921875,-5.95416119876705351998680271208286285400390625,-10.5502487258522279489625361748039722442626953125,42.661824396496484723684261552989482879638671875,-9.134189886165955840624519623816013336181640625,-35.85009308145390605204738676548004150390625,22.9529709768974754524606396444141864776611328125,-6.41193884090699839362059719860553741455078125,-53.85601367229224933907971717417240142822265625,-92.999053926206244113927823491394519805908203125,75.383770256660653785729664377868175506591796875,18.27753532517471057872171513736248016357421875,50.36469618823815608266158960759639739990234375,43.034150212103639887573081068694591522216796875,40.800195318460652060821303166449069976806640625,-16.708883938108471056693815626204013824462890625,-46.989349040192877282606787048280239105224609375,75.243385113071070691148634068667888641357421875,-26.859340189825132938494789414107799530029296875,31.601916562395075516178621910512447357177734375,62.29132969145786091758054681122303009033203125,-46.842860194708094923043972812592983245849609375,92.541276284066270818584598600864410400390625,-37126.7426878273909096606075763702392578125,
1,1500,2.5299844355601663892230135388672351837158203125,2.835169530320143849166925065219402313232421875,-35.337382122257139371868106536567211151123046875,-12.961210974456008671040763147175312042236328125,8.4444715720084246868282207287847995758056640625,18.24091311380351498883101157844066619873046875,-52.08594012268441275637087528593838214874267578125,55.400250251777691801180480979382991790771484375,-8.0843531601916538420482538640499114990234375,-2.09662160100100436466163955628871917724609375,2.5055696279793693292958778329193592071533203125,1.6327402569658460151913459412753582000732421875,35.496078371532320261394488625228404998779296875,-17.215491195410010050181881524622440338134765625,26.4564958647419672388423350639641284942626953125,12.5156407361064481165158213116228580474853515625,16.5013580736716818364584469236433506011962890625,-4.7517319254127556860112235881388187408447265625,11.5329447309793380327391787432134151458740234375,-17.239906002990807110109017230570316314697265625,16.910306100650046801092685200273990631103515625,18.23480941190831572384922765195369720458984375,83.843501083407090845867060124874114990234375,16.3853877376628958018045523203909397125244140625,27.768791772209851842490024864673614501953125,-40.36683248390148293083257158286869525909423828125,6.52180547502058516329270787537097930908203125,-21.195104831080044505142723210155963897705078125,-24.0516373180333857817458920180797576904296875,-31.7789239173558684115050709806382656097412109375,-23.3314004943998583030406734906136989593505859375,15.158543656727800907901837490499019622802734375,-20.5603198339793067361824796535074710845947265625,39.6526993621631618225364945828914642333984375,-30.948820459608754163127741776406764984130859375,-40.903958250679039565511629916727542877197265625,0.1312295907467841971083544194698333740234375,9.3356120487075457958781043998897075653076171875,23.7830744346446039116926840506494045257568359375,13.2480849635303883360393228940665721893310546875,9.4882045960875274204227025620639324188232421875,-76.25049592577897783485241234302520751953125,-52.36060670796837968055115197785198688507080078125,35.709707937864322957466356456279754638671875,-31.8460646382030745371594093739986419677734375,-64.4215216528824754504967131651937961578369140625,-29.5449690237128805847532930783927440643310546875,16.0985137485885303476607077755033969879150390625,13.3823664052247721656385692767798900604248046875,14.15753654591509302917984314262866973876953125,-7446.2797072872717762948013842105865478515625,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,F(x)
2,0,-78.954435865352337486910982988774776458740234375,-4.1962950529496225726688862778246402740478515625,-10.5319376201666301540171843953430652618408203125,55.839716788232038879868923686444759368896484375,-80.4071169164098051851397030986845493316650390625,14.981536301767022223430103622376918792724609375,43.44920194097721832804381847381591796875,14.13312173833429596925270743668079376220703125,87.5118259224219627867569215595722198486328125,99.945066682943206615163944661617279052734375,-39.3841364787743799524832866154611110687255859375,-4.5808282723471762665212736465036869049072265625,36.631366924039440391425159759819507598876953125,11.6794335764641203923019929789006710052490234375,-19.5287942136906025325515656732022762298583984375,-71.8741416669209911560756154358386993408203125,99.700918607135236015892587602138519287109375,34.15936765648365280867437832057476043701171875,71.7276528214362087965128012001514434814453125,-31.064790795617540197781636379659175872802734375,16.879787591174050476183765567839145660400390625,4.7944578386791505408837110735476016998291015625,-4.1901913510544233076871023513376712799072265625,85.82110049745170954338391311466693878173828125,-86.712240974150830652433796785771846771240234375,-28.843043305764950900993426330387592315673828125,-18.16156498916592454406782053411006927490234375,19.9926755577257750928765744902193546295166015625,42.42988372447888423266704194247722625732421875,-49.7909482100894109635191853158175945281982421875,-56.4622943815424065405750297941267490386962890625,38.02301095614490122898132540285587310791015625,60.924100466933197139951516874134540557861328125,-3.5798211615344683877992792986333370208740234375,-50.13885921811579038376294192858040332794189453125,54.979094821008942517437390051782131195068359375,28.330332346568184220814146101474761962890625,83.91064180425428276066668331623077392578125,-60.77150791955320840997956111095845699310302734375,-63.66466261787774527647343347780406475067138671875,28.293710135196988630923442542552947998046875,-23.9600817896053968070191331207752227783203125,-9.86663411358989606014802120625972747802734375,81.65837580492569713896955363452434539794921875,99.9755851924192029400728642940521240234375,-71.007415997802667106952867470681667327880859375,-34.2753379924924530541829881258308887481689453125,21.73223059785760824524913914501667022705078125,74.651326029236741987915593199431896209716796875,-54.73494674520096481273867539130151271820068359375,-42392.7983955586678348481655120849609375,
2,1500,-7.144383068330938613144098781049251556396484375,27.8359324930570437572896480560302734375,-28.7087618640705528605394647456705570220947265625,19.028290658284248593190568499267101287841796875,12.1616260261848907475723535753786563873291015625,-91.918698690755945790442638099193572998046875,-4.068117313150423797196708619594573974609375,71.5933713797418249669135548174381256103515625,11.313211462752150282540242187678813934326171875,7.8524124881740817727404646575450897216796875,-28.0556657612842172966338694095611572265625,27.1523178807947118684751330874860286712646484375,-52.5009918515579698805595398880541324615478515625,-7.8585161900692810377222485840320587158203125,-40.4766991180150768059320398606359958648681640625,23.8441114535966107723652385175228118896484375,-0.1373332926419834620901383459568023681640625,-31.6873683889278794367783120833337306976318359375,-12.5705740531632415013518766500055789947509765625,-60.5334635456404299702626303769648075103759765625,3.69579149754326863330788910388946533203125,-12.875759147923218961295788176357746124267578125,-18.570513016144303719556774012744426727294921875,-71.7337565233313938506398699246346950531005859375,5.1240577410199392716094735078513622283935546875,-10.5197302163762316240536165423691272735595703125,-27.3598437452314868778557865880429744720458984375,-10.892056031983400998797151260077953338623046875,30.47273171178318307283916510641574859619140625,8.5604419080172107214821153320372104644775390625,-24.4300668355357544214712106622755527496337890625,10.715048677022622314325417391955852508544921875,68.1142612994781302404589951038360595703125,-3.91552476577044217265211045742034912109375,-5.5818353831598841452432679943740367889404296875,13.1443220313120008313489961437880992889404296875,1.6388439588610452801731298677623271942138671875,-7.5960570085756984326508245430886745452880859375,-21.81157872249519869001233018934726715087890625,4.5442060609759806766305700875818729400634765625,19.9438459425641809730223030783236026763916015625,12.0944853053376704110632999800145626068115234375,9.5553453169347193352223257534205913543701171875,12.2348704489272819273537606932222843170166015625,95.7518234809411978858406655490398406982421875,12.5400555436872451764429570175707340240478515625,30.75960570085754852698300965130329132080078125,19.7729422894985731318229227326810359954833984375,-21.189001129184845240160939283668994903564453125,-34.611041596728426839035819284617900848388671875,-8110.5931353511377892573364078998565673828125,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,F(x)
3,0,-87.7620777001251326510100625455379486083984375,40.1287881099887044911156408488750457763671875,-39.042329172643206902648671530187129974365234375,-55.80919827875606387124207685701549053192138671875,11.6550187688833233323748572729527950286865234375,41.563158055360560183544293977320194244384765625,52.989288003173925289956969209015369415283203125,-81.6827906125064799880419741384685039520263671875,20.2429273354289449571297154761850833892822265625,47.4898525955992454328224994242191314697265625,-38.51130710776086374380611232481896877288818359375,-92.6511429181798717991114244796335697174072265625,-16.5379802850428774263491504825651645660400390625,-64.5496993926816600151141756214201450347900390625,11.270485549485755427667754702270030975341796875,-2.3041474654377935848970082588493824005126953125,7.315286721396518032634048722684383392333984375,13.1809442426831964212396997027099132537841796875,21.72002319406720971528557129204273223876953125,61.51005584887235499991220422089099884033203125,-63.5364848780785536064286134205758571624755859375,-22.934659871211891868370003066956996917724609375,-15.9154026917325381873524747788906097412109375,-41.5509506515701758644354413263499736785888671875,15.7933286538285386768620810471475124359130859375,28.971221045564135465610888786613941192626953125,53.038117618335519409811240620911121368408203125,-95.9898678548539692201302386820316314697265625,16.879787591174050476183765567839145660400390625,70.836512344737087687462917529046535491943359375,49.308755760368654819103539921343326568603515625,-80.5536057618945875447025173343718051910400390625,-39.133884701071195877375430427491664886474609375,-28.5988952299569660908673540689051151275634765625,-36.014893032624286206555552780628204345703125,11.276589251380954692649538628756999969482421875,72.679830317087322555380524136126041412353515625,50.00457777642139944873633794486522674560546875,-10.16571550645466004425543360412120819091796875,-64.0308847315897082808078266680240631103515625,56.0350352488784437809954397380352020263671875,-76.903592028565327609612722881138324737548828125,-38.28547013763847672862539184279739856719970703125,59.184545426801349776724237017333507537841796875,1.7181920834986357249363209120929241180419921875,78.820154423657953657311736606061458587646484375,11.001922666096987768469261936843395233154296875,-91.6440321054719646554076462052762508392333984375,43.9130832850123624666593968868255615234375,67.528305917538972380498307757079601287841796875,-36462.124399474923848174512386322021484375,
