Repeat,Generation,X1,X2,F(x)
0,0,-1.607777404507569229963337420485913753509521484375,5.3072256770234620404380621039308607578277587890625,77.5826375158883791982589173130691051483154296875,
0,10,-1.3096540028484664475172394304536283016204833984375,5.493604311601632872452682931907474994659423828125,155.37127945685443819456850178539752960205078125,
0,20,-1.4267652089304210250020332750864326953887939453125,5.488723035782744119615017552860081195831298828125,186.648886176237056133686564862728118896484375,
0,30,-1.4264600331490999707284572650678455829620361328125,5.4871019384560870690847877995111048221588134765625,186.687119630090961663881898857653141021728515625,
0,40,-1.4258484894935623543688052450306713581085205078125,5.4825243017362712549811476492322981357574462890625,186.729445339266703740577213466167449951171875,
0,50,-1.4258484894935623543688052450306713581085205078125,5.4828306370141977055254756123758852481842041015625,186.729698172710214976177667267620563507080078125,
Repeat,Generation,X1,X2,F(x)
1,0,-9.2234747342819982662831534980796277523040771484375,4.8350593202829035277545699500478804111480712890625,42.81060947395723559338875929825007915496826171875,
1,10,-0.914842712440258054584774072282016277313232421875,-1.4757777311549933330070416559465229511260986328125,153.2190415687895210794522427022457122802734375,
1,20,-0.7781720559061913178311442607082426548004150390625,-1.4261676211436675743016166961751878261566162109375,185.649010548256910624331794679164886474609375,
1,30,-0.8071640531549153507739902124740183353424072265625,-1.4359368317378535806483341730199754238128662109375,186.3561819526770477750687859952449798583984375,
1,40,-0.8001673153601966959058700012974441051483154296875,-1.4267779727063096828487687162123620510101318359375,186.724517985879430170825798995792865753173828125,
1,50,-0.8001671477221332651197371887974441051483154296875,-1.4258624453623465200280406861566007137298583984375,186.729601007746026652966975234448909759521484375,
Repeat,Generation,X1,X2,F(x)
2,0,6.27463725774423863867923500947654247283935546875,-7.00217636232315054911623519728891551494598388671875,63.73742322812181981817047926597297191619873046875,
2,10,4.8293247760341788676896612741984426975250244140625,-7.02445522347103246119104369427077472209930419921875,177.327005662137622721274965442717075347900390625,
2,20,4.8299350204947248954567839973606169223785400390625,-7.026594913803645425787181011401116847991943359375,177.93094855018244970779051072895526885986328125,
2,30,4.8305421776209360729126274236477911472320556640625,-7.082744864067702650345381698571145534515380859375,184.983002606524593147696577943861484527587890625,
2,40,4.8410018940551680088901775889098644256591796875,-7.0827095529722772226932647754438221454620361328125,186.05553890136297923163510859012603759765625,
2,50,4.8412259330137690227502389461733400821685791015625,-7.0830147101271467846572704729624092578887939453125,186.07393860781991179464966990053653717041015625,
Repeat,Generation,X1,X2,F(x)
3,0,-7.6043919002647495375413200235925614833831787109375,7.67456455102063728190842084586620330810546875,29.16377517470485969397486769594252109527587890625,
3,10,4.980346433580933762641507200896739959716796875,-7.16043514133441139080105131142772734165191650390625,141.26158339502927674402599222958087921142578125,
3,20,4.936401405124087204967509023845195770263671875,-7.0917891145431877220062233391217887401580810546875,172.161294369482419597261468879878520965576171875,
3,30,4.860717662344853806644096039235591888427734375,-7.0795916293467371360748074948787689208984375,186.68055173736075857959804125130176544189453125,
3,40,4.8598021303442777707459754310548305511474609375,-7.08003500408493824380684600328095257282257080078125,186.697191321092674343162798322737216949462890625,
3,50,4.86010731078221169809694401919841766357421875,-7.08568955703770964049681424512527883052825927734375,186.710569072238882881720201112329959869384765625,
Repeat,Generation,X1,X2,F(x)
4,0,5.554374781333461186250133323483169078826904296875,5.11220955176097646699417964555323123931884765625,45.24470356830983774898413685150444507598876953125,
4,10,5.554946976610214193215142586268484592437744140625,-1.5630383909593899005585626582615077495574951171875,137.365798349254220056536723859608173370361328125,
4,20,5.4768267961863497106378417811356484889984130859375,4.9603130423837153983868120121769607067108154296875,162.16117641669421800543204881250858306884765625,
4,30,5.4861346575166418659819100867025554180145263671875,4.96029397355399481739368638955056667327880859375,162.219729465822894098891993053257465362548828125,
4,40,5.474380584311294484223253675736486911773681640625,4.84310706957315773024674854241311550140380859375,186.0538669358638799167238175868988037109375,
4,50,5.4872024933544931712958714342676103115081787109375,4.8437376867150288006769187632016837596893310546875,186.213869315969731133009190671145915985107421875,
Repeat,Generation,X1,X2,F(x)
5,0,-7.683302158881748056273863767273724079132080078125,5.54751067784324192189160385169088840484619140625,176.27591084333818116647307761013507843017578125,
5,10,-7.693067783884021793028296087868511676788330078125,5.4804590659869045765617556753568351268768310546875,186.17422719527820618168334476649761199951171875,
5,20,-7.693677977121826216944100451655685901641845703125,5.4805675464404206564950072788633406162261962890625,186.218087440221751194258104078471660614013671875,
5,30,-7.695206240214222503936980501748621463775634765625,5.482786650648989734690985642373561859130859375,186.329050549041454587495536543428897857666015625,
5,40,-7.6952889416588678983544014045037329196929931640625,5.482583361557356482762770610861480236053466796875,186.333952553142580654821358621120452880859375,
5,50,-7.6952901430649891523216865607537329196929931640625,5.4825530004414151363789642346091568470001220703125,186.33398622107284836602048017084598541259765625,
Repeat,Generation,X1,X2,F(x)
6,0,-7.0249845685961158636700929491780698299407958984375,-7.6588053856181925738155769067816436290740966796875,173.752657280949961204896681010723114013671875,
6,10,5.4750154343142671820032774121500551700592041015625,-7.70019209424503880967449731542728841304779052734375,186.440668715870089044983615167438983917236328125,
6,20,5.484790596059706757614549132995307445526123046875,-7.70019101856746512879681176855228841304779052734375,186.56858960650453127527725882828235626220703125,
6,30,5.4848095950402342424467860837467014789581298828125,-7.70507811980905898963101208209991455078125,186.6981255333370199878118000924587249755859375,
6,40,5.4848095950402342424467860837467014789581298828125,-7.70507811980905898963101208209991455078125,186.6981255333370199878118000924587249755859375,
6,50,5.4841914855605438106067595072090625762939453125,-7.70507811980905898963101208209991455078125,186.702593479597936720892903394997119903564453125,
Repeat,Generation,X1,X2,F(x)
7,0,-6.3906944860682575182408982072956860065460205078125,5.482652428439504177504204562865197658538818359375,109.881702535936511822001193650066852569580078125,
7,10,4.859267364921809218003545538522303104400634765625,5.482653620532399685316704562865197658538818359375,186.727394498972643077649991028010845184326171875,
7,20,4.85854734081275552171064191497862339019775390625,5.48269117145861883955149096436798572540283203125,186.73028192913972134192590601742267608642578125,
7,30,4.85854734081275552171064191497862339019775390625,5.482767465403949103119884966872632503509521484375,186.7303274136789923431933857500553131103515625,
7,40,4.858530651512214859621963114477694034576416015625,5.482766780881856760743175982497632503509521484375,186.730364634411927227120031602680683135986328125,
7,50,4.858506288113655813276636763475835323333740234375,5.482957376046794450985544244758784770965576171875,186.730418860011440074231359176337718963623046875,
Repeat,Generation,X1,X2,F(x)
8,0,-1.4939541349871916509073344059288501739501953125,6.603158404259744429509737528860569000244140625,46.4589009692742109791652183048427104949951171875,
8,10,-1.4221238697464873013132091728039085865020751953125,-7.05502010347671326684348969138227403163909912109375,184.927604067154703670894377864897251129150390625,
8,20,-1.42309601218977377357077784836292266845703125,-7.06997469465014827250115558854304254055023193359375,186.317621927384294622243032790720462799072265625,
8,30,-1.42309601218977377357077784836292266845703125,-7.06997469465014827250115558854304254055023193359375,186.317621927384294622243032790720462799072265625,
8,40,-1.4246218910963790449386578984558582305908203125,-7.070296569045236623196615255437791347503662109375,186.34558754127596102989627979695796966552734375,
8,50,-1.42214909461842609061932307668030261993408203125,-7.08860473173870797580775615642778575420379638671875,186.652730645663638142650597728788852691650390625,
Repeat,Generation,X1,X2,F(x)
9,0,-0.928939150396953294830382219515740871429443359375,4.9530930712244209956907070591114461421966552734375,133.807044014367278350619017146527767181396484375,
9,10,-0.811141298807026345230042352341115474700927734375,4.86645233697873891287599690258502960205078125,186.307424966160027679507038556039333343505859375,
9,20,-0.80102526368597182226949371397495269775390625,4.86645233232212603979860432446002960205078125,186.565150432558624515877454541623592376708984375,
9,30,-0.8010155127386138218525957199744880199432373046875,4.8640067584030344249867994221858680248260498046875,186.64719374214001845757593400776386260986328125,
9,40,-0.8009643645028035052746417932212352752685546875,4.863934855643645249756445991806685924530029296875,186.6493319996799300497514195740222930908203125,
9,50,-0.80102646509209307623677887022495269775390625,4.854328081676346329231819254346191883087158203125,186.697441315683846596584771759808063507080078125,
Repeat,Generation,X1,X2,F(x)
10,0,-0.8404431750160750169698076206259429454803466796875,7.116217598578941760933957993984222412109375,53.2384055796832313944833003915846347808837890625,
10,10,-0.8013387515212730960456610773690044879913330078125,4.864299109872501247764375875703990459442138671875,186.637642339066587737761437892913818359375,
