Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
0,0,5,-5,2,0,-5,-5,6,1,0,0,-161,
0,10,-5,-2,-1,0,2,-5,5,3,-1,-2,-100,
0,20,-1,1,-5,1,-4,-2,4,0,-1,2,-76.3125,
0,30,-1,1,-5,1,-4,-2,4,0,-1,2,-76.3125,
0,40,-1,-2,-5,1,3,-2,-2,0,1,2,-55,
0,50,-1,-2,-3,1,3,-2,-3,-1,2,2,-48,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
1,0,3,1,-2,6,-2,3,1,-5,3,-3,-152.3125,
1,10,1,3,1,-1,-2,-5,-2,-2,5,2,-78.3125,
1,20,1,3,1,-1,-2,-5,-2,-2,5,2,-78.3125,
1,30,1,3,1,-1,-2,-5,-2,-2,5,2,-78.3125,
1,40,-1,3,2,-3,0,0,-2,-4,5,0,-70,
1,50,1,3,2,3,-2,0,-4,3,-2,1,-64.3125,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
2,0,4,6,10,4,-5,-4,9,-3,-3,-3,-362.3125,
2,10,4,6,-1,-4,-3,0,4,3,-5,1,-129.3125,
2,20,2,-4,0,-4,3,0,0,4,-2,-1,-73.3125,
2,30,0,-2,2,-4,-1,0,0,3,-2,1,-46.3125,
2,40,0,4,-1,-2,-3,0,0,3,-2,1,-46,
2,50,0,-2,1,-2,-3,0,0,4,-2,1,-39,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
3,0,9,2,-4,8,2,-2,0,-3,-5,2,-6853,
3,10,-2,2,-4,-2,-5,-3,1,1,3,2,-77.3125,
3,20,-4,-2,-4,-2,-1,-3,1,1,3,1,-62.3125,
3,30,0,-2,-4,-3,-1,-2,2,-2,3,2,-55,
3,40,0,-2,-4,-3,-1,-2,2,-2,3,2,-55,
3,50,0,-2,0,-3,-1,-2,0,-2,3,2,-37,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
4,0,5,0,4,5,-4,-1,0,-2,4,-2,-1052.3125,
4,10,2,2,-3,-5,-4,5,-3,-2,4,1,-133,
4,20,-4,-2,-3,3,-1,-1,-3,-4,5,2,-114,
4,30,-2,2,-3,3,1,-1,-3,-4,3,2,-68,
4,40,-2,2,-3,3,1,-1,-3,-4,3,2,-68,
4,50,-2,2,2,-1,1,-1,-3,-4,3,2,-60.3125,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
5,0,-1,4,1,2,-5,0,-3,8,-5,1,-146.3125,
5,10,-4,4,-3,2,-1,3,1,-1,0,-1,-103.3125,
5,20,4,-4,1,0,-1,3,1,-1,0,-1,-46.3125,
5,30,4,-4,1,0,-1,3,1,-1,0,-1,-46.3125,
5,40,4,-4,1,0,-1,3,1,-1,0,-1,-46.3125,
5,50,1,3,-2,1,2,-1,1,-1,0,-1,-25,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
6,0,10,9,-1,8,1,3,0,2,-5,-5,-310.3125,
6,10,-2,0,3,8,3,-1,4,-5,-4,0,-144,
6,20,-2,0,3,0,-5,-1,3,-5,4,1,-97.3125,
6,30,-2,0,5,-1,-2,-1,3,-5,4,-1,-86,
6,40,-3,0,3,0,-1,-1,4,-4,0,1,-53.3125,
6,50,-1,0,3,0,-1,-1,4,-4,0,1,-52.3125,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
7,0,3,6,1,-4,4,-3,-4,0,6,-4,-805,
7,10,-5,-5,-4,1,0,5,7,-5,-1,-1,-175.3125,
7,20,-4,3,0,4,0,-3,-1,-1,2,0,-63.3125,
7,30,-5,0,2,-1,2,0,-1,-1,1,0,-37.3125,
7,40,1,0,0,0,2,-3,-1,1,2,-1,-23,
7,50,-2,0,1,-1,2,0,-1,1,-1,0,-13.3125,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
8,0,-2,1,-5,5,-1,2,7,-1,-5,-1,-138,
8,10,4,3,0,-1,2,4,-4,0,4,-5,-105,
8,20,-4,2,1,3,1,-3,-4,-4,3,3,-90.3125,
8,30,-4,-1,0,-1,1,-3,0,-4,3,3,-64,
8,40,4,-1,0,-1,1,-3,2,-3,4,-1,-58.3125,
8,50,-2,-1,0,-1,1,-2,-2,-2,4,1,-36.3125,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
9,0,7,6,-3,3,-2,-5,-2,3,-1,3,-1982.3125,
9,10,-5,-1,2,3,-2,-5,-2,3,-1,3,-93,
9,20,-3,-1,1,3,-2,-5,-2,3,-1,3,-72.3125,
9,30,-2,2,-1,3,-2,-3,-2,3,3,-2,-57,
9,40,-2,1,-1,3,-2,-3,-2,3,-1,2,-48,
9,50,-3,-1,0,0,-2,0,0,3,-1,0,-24,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
10,0,5,6,3,1,-5,-3,-1,4,-5,2,-1978.3125,
10,10,-1,-3,5,0,-5,4,3,2,-3,-2,-109.3125,
10,20,3,4,-5,0,2,-3,1,-3,0,3,-82.3125,
10,30,3,4,-5,0,2,-3,1,-3,0,3,-82.3125,
10,40,3,4,-5,0,2,-3,1,-3,0,3,-82.3125,
10,50,-3,3,-3,0,2,-3,1,-3,0,3,-59.3125,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
11,0,1,-3,3,0,4,-3,8,-2,-3,-2,-125.3125,
11,10,1,-3,3,0,4,-3,8,-2,-3,-2,-125.3125,
11,20,2,-1,0,1,3,0,4,3,-2,-5,-76.3125,
11,30,0,-1,0,1,3,0,4,3,-2,-5,-65.3125,
11,40,0,-1,-1,1,3,-4,3,-3,0,1,-54.3125,
11,50,0,-1,-1,1,3,-4,3,-3,0,1,-54.3125,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
12,0,3,-4,-1,5,8,-1,-2,-5,-1,3,-1982.3125,
12,10,-5,-2,3,-3,-3,-1,2,3,-3,2,-85,
12,20,-5,-2,3,-3,-3,-1,2,3,-3,2,-85,
12,30,-1,-2,3,-3,-3,-1,2,3,-3,2,-61,
12,40,-1,-2,3,-3,-3,-1,2,3,-3,2,-61,
12,50,0,-2,3,-3,-2,0,1,3,-3,1,-53.3125,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
13,0,5,-1,-2,3,-5,-3,3,-4,9,-2,-4343,
13,10,6,-2,6,3,5,-1,-1,0,0,-4,-148,
13,20,-1,2,6,3,-3,-1,-1,0,1,-1,-83,
13,30,-2,0,6,3,-3,-1,-1,0,1,-1,-62.3125,
13,40,-1,0,6,3,-3,-1,-1,0,1,-1,-59,
13,50,-2,-1,4,2,0,1,1,1,-2,-2,-36.3125,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
14,0,-5,0,-1,-4,6,1,-2,-4,-3,6,-144.3125,
