Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
0,0,-6.25002819491783867533740703947842121124267578125,6.700539848930329611675915657542645931243896484375,4.7902572794794711086296956636942923069000244140625,4.55611895177423065206312458030879497528076171875,-3.1695802447315255534476818866096436977386474609375,2.738451010719511913293899851851165294647216796875,-2.6196198520761964090297624352388083934783935546875,6.509535246647320860802210518158972263336181640625,1.8437296179690694231112502166070044040679931640625,4.0311061530446412604078432195819914340972900390625,-103000.83241243424708954989910125732421875,
0,10,-6.47534328896443867051857523620128631591796875,5.844253775627411329196547740139067173004150390625,4.7923637076263236878048701328225433826446533203125,3.310440833054119735834319726563990116119384765625,-3.19901063414267472495566835277713835239410400390625,2.7384316159268902168832937604747712612152099609375,-2.73336957970945348961322451941668987274169921875,0.57657353360591656610267818905413150787353515625,1.8516436339941915178997078328393399715423583984375,4.03735110397389007630408741533756256103515625,-31639.798129170245374552905559539794921875,
0,20,-1.670821637769886791602402809076011180877685546875,5.844253775627411329196547740139067173004150390625,4.167403046546365175117898616008460521697998046875,2.6982013864205693920439443900249898433685302734375,-3.18985538398610746213535094284452497959136962890625,2.738974930890595516075336490757763385772705078125,-2.6526884577825402544704047613777220249176025390625,0.259448166531381474442241596989333629608154296875,1.8455372871471436013735001324675977230072021484375,0.0663053221223659505767500377260148525238037109375,-17663.6446566027952940203249454498291015625,
0,30,-6.35815459684425832165288738906383514404296875,0.844558950244579165200775605626404285430908203125,4.48019049001862157410869258455932140350341796875,2.66158589922394384075232665054500102996826171875,-3.167115019906105999325518496334552764892578125,2.5097595230931784016092933597974479198455810546875,-2.6920226571830045969591083121486008167266845703125,1.51961858186862031061536981724202632904052734375,0.5561719952514803111398578039370477199554443359375,0.183916876601035284011231851764023303985595703125,-9631.676171865294236340560019016265869140625,
0,40,-6.436446638879470327765375259332358837127685546875,0.822891469770784311776878894306719303131103515625,3.266829311211321140717700473032891750335693359375,2.7007937880001957609010787564329802989959716796875,-3.27103200677573457966218484216369688510894775390625,0.08761749372063576402069884352385997772216796875,-0.0747585646050890062497273902408778667449951171875,1.3629780782766136582040417124517261981964111328125,1.8415723861757609114420120022259652614593505859375,0.2909433074041611888560510124079883098602294921875,-4173.0807022416383915697224438190460205078125,
0,50,3.6512867812186673432961470098234713077545166015625,0.825024403358117552897965651936829090118408203125,0.45425302126776756495019071735441684722900390625,2.70077472382708805298534571193158626556396484375,-3.250287341245051919713660026900470256805419921875,0.087770104894360656544449739158153533935546875,-0.0749879959213988200872336165048182010650634765625,1.5216695776958193420114184846170246601104736328125,0.436504224882579450195407844148576259613037109375,0.1652248646517335828320938162505626678466796875,-2769.4327960178825378534384071826934814453125,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
1,0,-1.0910051947205801070595043711364269256591796875,2.110426521885774064912766334600746631622314453125,2.79940162152038141130105941556394100189208984375,1.02053868375265466283963178284466266632080078125,-5.19943776894347653438899214961566030979156494140625,1.7831324254589002720194912399165332317352294921875,-6.3193728347121211896819659159518778324127197265625,2.138955591278840273616879130713641643524169921875,-2.0742706237533763413694032351486384868621826171875,5.4391118221541656652107121772132813930511474609375,-98108.713248376618139445781707763671875,
1,10,-0.4013710632923466192778505501337349414825439453125,4.623240049607876045456578140147030353546142578125,-2.4434780451570343728917578118853271007537841796875,5.2677838726127017565659116371534764766693115234375,0.593696290299693174574713339097797870635986328125,1.1672313164843313160190518829040229320526123046875,4.05200166489277080472675152122974395751953125,-0.9542602884942343877128223539330065250396728515625,2.30038742355545622331192134879529476165771484375,3.484322254891583980906943907029926776885986328125,-30537.5826029778618249110877513885498046875,
1,20,-0.436137768075834486580788507126271724700927734375,3.3426777397614610976006588316522538661956787109375,-2.4039571109237041213191332644782960414886474609375,1.088124991182265688394181779585778713226318359375,0.3858830617707891263989949948154389858245849609375,1.2126826567604869211436380282975733280181884765625,2.802613948658716935824486427009105682373046875,-0.9493643164051146499105016118846833705902099609375,2.28091249994023570479839690960943698883056640625,3.499275602749381874900791444815695285797119140625,-8947.822707598976194276474416255950927734375,
1,30,-0.455669022736994833167045726440846920013427734375,2.72805942518824195985871483571827411651611328125,-2.403974419553758679057864355854690074920654296875,0.892812551672758303311638883315026760101318359375,0.5448241742665000941769903874956071376800537109375,1.1370181364791971390104663441888988018035888671875,0.3019659058893946479429359897039830684661865234375,-1.0323727249708891662294263369403779506683349609375,2.2814551536649130270006935461424291133880615234375,2.56131523115590908901140210218727588653564453125,-3182.4723911360770216560922563076019287109375,
1,40,-0.415996017497032966048209345899522304534912109375,0.8530531196978525798613191000185906887054443359375,-1.1538647420596941373105437378399074077606201171875,0.891134680921940258713220828212797641754150390625,0.3883641703027223002209211699664592742919921875,1.1345767302286287048218582640402019023895263671875,1.4738385219764520428498144610784947872161865234375,-1.0323733396437884124452466494403779506683349609375,1.968947977751714262240056996233761310577392578125,2.55948059087607049377766088582575321197509765625,-2089.054925887250647065229713916778564453125,
1,50,-0.4547915026673106098087373538874089717864990234375,0.85794308475636427147037466056644916534423828125,-1.153973818559659747506884741596877574920654296875,0.776388512639417882610359811224043369293212890625,0.388306949843723714366205967962741851806640625,1.1345767302286287048218582640402019023895263671875,1.473801473964424957330265897326171398162841796875,-1.0323727435973406585389966494403779506683349609375,1.968795427113956719722409616224467754364013671875,0.0592897250455077795550096197985112667083740234375,-879.9884086219891514701885171234607696533203125,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
2,0,0.64432354426111970724377897568047046661376953125,1.720870181853154434747921186499297618865966796875,1.441241868641515821991561097092926502227783203125,6.86190313120882677822010009549558162689208984375,2.096802790671773664143984206020832061767578125,0.920693909498094598120587761513888835906982421875,-0.5303366693040203472264693118631839752197265625,-2.5212465907729342262655336526222527027130126953125,-4.5380144041352945549760988797061145305633544921875,-5.132948340646212415094851166941225528717041015625,-85842.059648271693731658160686492919921875,
2,10,0.8702995886258548807745683006942272186279296875,0.6597510377549919979855985729955136775970458984375,-4.703137919936128952258513891138136386871337890625,-0.6062359294402970277815256849862635135650634765625,0.48507533280297110422907280735671520233154296875,-2.55721968425373091804431169293820858001708984375,2.2510620933610621108300620107911527156829833984375,-0.790650558376370327096083201467990875244140625,1.3715238057476302202530860085971653461456298828125,-0.1506546675578359639757763943634927272796630859375,-8112.8897140685085105360485613346099853515625,
2,20,0.713746722488139084816793911159038543701171875,0.6584820455542033101892229751683771610260009765625,-2.199414235586164778624151949770748615264892578125,-1.455888243265423653838297468610107898712158203125,1.925400079210614734392947866581380367279052734375,-2.55356174254640055920617669471539556980133056640625,2.2559407009407745903217801242135465145111083984375,-0.7869820275313639257319664466194808483123779296875,0.87777805767901639910633093677461147308349609375,-0.3923725733515741609380711452104151248931884765625,-2739.6736512515099093434400856494903564453125,
2,30,0.71313817769129173029796220362186431884765625,0.033435190569942818683557561598718166351318359375,-2.19943440803313539078089888789691030979156494140625,-0.4918713286732963041458788211457431316375732421875,1.0709841854569930319485138170421123504638671875,-2.55844396831431541983192801126278936862945556640625,0.5324672745849152732944276067428290843963623046875,-0.789429855251086110001779161393642425537109375,0.86312956895286419012336409650743007659912109375,-0.3996983753516563098173719481565058231353759765625,-1336.67889479120776741183362901210784912109375,
