Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,F(x)
0,0,-94.01226844080935052261338569223880767822265625,84.588152714621401173644699156284332275390625,-26.5480513931699562135690939612686634063720703125,88.5982848597674319535144604742527008056640625,89.72746971037935281856334768235683441162109375,-47.37388225959043808188653201796114444732666015625,-29.97222815637684334433288313448429107666015625,69.39603869747003273005248047411441802978515625,-69.3227942747276273394163581542670726776123046875,-2.7741325113681369884943705983459949493408203125,61.82744834742271677896496839821338653564453125,54.570146794030591763657866977155208587646484375,61.63212988677634029954788275063037872314453125,83.4833826715903342119418084621429443359375,-26.04754783776360227420809678733348846435546875,79.9737540818506431605783291161060333251953125,8.4688863795892217467553564347326755523681640625,-70.671712393566707532954751513898372650146484375,92.614520706808690420075436122715473175048828125,23.5511337626270318423848948441445827484130859375,-82.03680532242805156784015707671642303466796875,48.2894375438703491454361937940120697021484375,-27.2011474959563059883294044993817806243896484375,32.871486556596579475808539427816867828369140625,68.944364757225258699691039510071277618408203125,-14.743491927854250889140530489385128021240234375,-46.861171300393692717989324592053890228271484375,-61.96172978911710060856421478092670440673828125,-49.5895260475478352191203157417476177215576171875,72.313608203375366656473488546907901763916015625,-10638.101441753082326613366603851318359375,
0,30,39.4756920072023831380647607147693634033203125,100,22.7881710257270952979524736292660236358642578125,90.594195379497676867686095647513866424560546875,-64.0736106448561031356803141534328460693359375,68.303476058229307454894296824932098388671875,27.6772362437818486569085507653653621673583984375,-45.20706808679464216993437730707228183746337890625,24.625385296182145111743011511862277984619140625,44.669942320017099746110034175217151641845703125,5.6184575945310797351339715532958507537841796875,60.917996765037997874969732947647571563720703125,19.2724387340922334033166407607495784759521484375,-22.8125858333078923578796093352138996124267578125,60.924100466933197139951516874134540557861328125,-0.881984923856322211577207781374454498291015625,19.2297128208258385484441532753407955169677734375,-50.00457777642139944873633794486522674560546875,-94.946134830774866486535756848752498626708984375,-35.905026398510699436883442103862762451171875,-100,-100,53.89873958555864419395220465958118438720703125,58.647419660023814458327251486480236053466796875,-100,-7.5228125858333072528694174252450466156005859375,55.9495834223456540712504647672176361083984375,-89.056062501907405248857685364782810211181640625,44.413586840418730616875109262764453887939453125,-100,-9548.87752743109012953937053680419921875,
0,60,98.44355601672413058622623793780803680419921875,-96.990874965666677098852233029901981353759765625,35.70360423596912369248457252979278564453125,100,17.355876338999593144762911833822727203369140625,-99.993896298104800735018216073513031005859375,17.178868984038814460291177965700626373291015625,57.57316812646871539982385002076625823974609375,-100,100,-95.3123569444868365962975076399743556976318359375,61.296426282540352303840336389839649200439453125,-95.220801416058833410716033540666103363037109375,15.7994323557237379418438649736344814300537109375,-16.2694174016541097671506577171385288238525390625,-21.78106021301920236510341055691242218017578125,67.80907620471816699136979877948760986328125,93.54228339487900711901602335274219512939453125,-97.94915616321299012270173989236354827880859375,22.4219489120151393990454380400478839874267578125,-100,-48.3565782647175552710905321873724460601806640625,-95.251319925534829735624953173100948333740234375,-100,28.1044953764458114164881408214569091796875,34.31196020386363443321897648274898529052734375,-66.3624988555558985581228625960648059844970703125,-69.87212744529557539863162674009799957275390625,38.37702566606645859792479313910007476806640625,-100,-10146.103242646260696346871554851531982421875,
0,90,6.22272408215582117918529547750949859619140625,100,97.125156407361060928451479412615299224853515625,58.677938169499810783236171118915081024169921875,47.8133487960448064768570475280284881591796875,-10.7272560808130066334342700429260730743408203125,-70.641193884090711208045831881463527679443359375,46.617023224585722118717967532575130462646484375,53.72173223059786550948047079145908355712890625,-55.24155400250251801708145649172365665435791015625,-55.064546647541732227182365022599697113037109375,57.81121250038148673411342315375804901123046875,70.61067537461468646142748184502124786376953125,-41.75847651600695797924345242790877819061279296875,-100,-100,3.335673085726483577673207037150859832763671875,-51.43894772179326224659234867431223392486572265625,-100,-99.6154667806024320952928974293172359466552734375,-100,-100,-73.96771141697439588824636302888393402099609375,-100,-83.288064210943929310815292410552501678466796875,99.981688894314402205054648220539093017578125,60.44190801721242678468115627765655517578125,5.4231391338847032557168859057128429412841796875,-15.286721396526985472519299946725368499755859375,-100,-9488.2530410791296162642538547515869140625,
0,120,-36.90603350932340021017807885073125362396240234375,100,77.654347361674837202372145839035511016845703125,-73.80291146580401573373819701373577117919921875,100,-4.4587542344431909668855951167643070220947265625,-29.1848506118961239508280414156615734100341796875,87.2676778466139921874855645000934600830078125,-25.97430341502121109442668966948986053466796875,-17.86248359630116055996040813624858856201171875,3.89110995818964511272497475147247314453125,78.02667317728202078797039575874805450439453125,-10.824915311136209083997528068721294403076171875,-83.892330698568684965721331536769866943359375,-84.258552812280640864628367125988006591796875,-89.5016327402569658033826272003352642059326171875,49.99847407452620018375455401837825775146484375,-87.5667592394787419607382616959512233734130859375,-48.2833338419751640913091250695288181304931640625,37.54081850642415929542039521038532257080078125,-61.19266335032197190457736724056303501129150390625,-18.967253639332255943372729234397411346435546875,-100,-62.4988555558946501378159155137836933135986328125,100,-74.5719779045991373322976869530975818634033203125,30.71077608569595440712873823940753936767578125,-61.4917447431867429941121372394263744354248046875,13.6204107791375434999281424097716808319091796875,-22.1289712210455746799198095686733722686767578125,-8850.941443735087887034751474857330322265625,
0,150,7.309183019501318767652264796197414398193359375,100,10.11078218939786665941937826573848724365234375,1.010162663655506776194670237600803375244140625,87.4446852015747708719572983682155609130859375,-94.6531571398052875565554131753742694854736328125,-59.6667378765221059211398824118077754974365234375,45.82964568010498851435841061174869537353515625,61.41850032044436602518544532358646392822265625,-14.902188177129431778666912578046321868896484375,69.46317941831722464485210366547107696533203125,-24.1126743369853784315637312829494476318359375,-43.61400189214759137712462688796222209930419921875,-100,-80.3460798974578125353218638338148593902587890625,87.5057222205267635217751376330852508544921875,38.694418164616848798686987720429897308349609375,-31.156346324045529172508395276963710784912109375,-100,43.552964873195605832734145224094390869140625,100,-100,-100,-100,74.999237037263100091877277009189128875732421875,-9.091463972899560985752032138407230377197265625,33.24991607409896232638857327401638031005859375,99.96337778862880441010929644107818603515625,52.800073244422748075521667487919330596923828125,-7.6082644123660969626143923960626125335693359375,-10123.29276358638526289723813533782958984375,
0,180,-100,100,-100,-11.069063386944179683268885128200054168701171875,100,98.08954130680257321728277020156383514404296875,33.56730857264932410544133745133876800537109375,100,68.675801873836491040492546744644641876220703125,100,75.5790887173070586868561804294586181640625,64.574114200262471285896026529371738433837890625,-39.2681661427655939178293920122087001800537109375,70.812097537156290627535781823098659515380859375,6.900234992522968013872741721570491790771484375,61.55278176213874985478469170629978179931640625,-0.875881221961122946595423854887485504150390625,-99.920651875362409555236808955669403076171875,-97.5035859248634295681767980568110942840576171875,29.95391705069124554938753135502338409423828125,76.494644001586976855833199806511402130126953125,-49.99847407452620018375455401837825775146484375,-28.995635853144932525538024492561817169189453125,-100,75.853755302591025611036457121372222900390625,-100,40.537736136967083666604594327509403228759765625,-100,-42.07586901455733396915093180723488330841064453125,-99.072237311929683301059412769973278045654296875,-9803.721722244037664495408535003662109375,
0,210,-36.39942625202184700583529775030910968780517578125,100,78.14264351329080682262429036200046539306640625,80.6329538865321637786109931766986846923828125,-100,59.587389751884501265521976165473461151123046875,-35.8623004852443045820109546184539794921875,73.699148533585599807338439859449863433837890625,-91.4548173467207874409723444841802120208740234375,100,35.5693227942747398628853261470794677734375,18.704794457838687549156020395457744598388671875,-16.1717581713309073165873996913433074951171875,-79.7296060060426725613069720566272735595703125,-11.6855372783593196572837769053876399993896484375,25.290688802758864994757459498941898345947265625,-23.5328226569414340474395430646836757659912109375,12.6926480910672268009875551797449588775634765625,-63.176366466261782761648646555840969085693359375,83.062227240821556506489287130534648895263671875,100,-100,-40.09826960051271527163407881744205951690673828125,-3.726310007019264958216808736324310302734375,60.850856044190805960170109756290912628173828125,-93.5178685872981958482341724447906017303466796875,24.2957853938413563810172490775585174560546875,-47.83776360362559643135682563297450542449951171875,80.8221686452833409930462948977947235107421875,-40.04943998535112115177980740554630756378173828125,-9607.385735118621596484445035457611083984375,
0,240,91.900387585070347995497286319732666015625,99.884029663991213965346105396747589111328125,-0.0823999755851900772540830075740814208984375,99.993896298104800735018216073513031005859375,-49.90081484420301194404601119458675384521484375,-29.7647022919400541240975144319236278533935546875,-77.050080874050109969175537116825580596923828125,24.631488998077344376724795438349246978759765625,65.88030640583514241370721720159053802490234375,49.99847407452620018375455401837825775146484375,-40.00061037018951282107082079164683818817138671875,96.569719534897927815109142102301120758056640625,-62.72469252601703004756927839480340480804443359375,11.6061891537217292125205858610570430755615234375,-1.364177373577064145138137973845005035400390625,100,100,34.02508621478926897907513193786144256591796875,8.6275826288644026362817385233938694000244140625,99.847407452620018375455401837825775146484375,-12.765892513809632191623677499592304229736328125,-100,-100,94.732505264442892212173319421708583831787109375,60.844752342295606695188325829803943634033203125,26.4992217780083620937148225493729114532470703125,-13.2236701559495912761121871881186962127685546875,-100,87.5423444318979591116658411920070648193359375,-55.4307687612537023369441158138215541839599609375,-9648.949455204538026009686291217803955078125,
0,270,87.5057222205267635217751376330852508544921875,100,-15.6468398083437563172992668114602565765380859375,100,97.88811914426099747288390062749385833740234375,-100,4.07422101504562306217849254608154296875,42.55806146427806879728450439870357513427734375,-69.79888302255318421885021962225437164306640625,-17.5939207129123786899072001688182353973388671875,69.67070528275399965423275716602802276611328125,43.82763145847957275691442191600799560546875,4.0498062074648260022513568401336669921875,-97.259437849055444758050725795328617095947265625,-65.282143620105586023782962001860141754150390625,60.130619220557264270610176026821136474609375,38.58455153050323360730544663965702056884765625,-100,100,60.826441236610008900242974050343036651611328125,11.5390484328745372977209626697003841400146484375,-49.7787408062990124335556174628436565399169921875,-14.3345439008758859245062922127544879913330078125,23.6182744834742237571845180355012416839599609375,76.787621692556541574958828277885913848876953125,-25.85222937711722579479101113975048065185546875,3.738517410809663488180376589298248291015625,-75.005340739158299356859060935676097869873046875,-58.23847163304544238826565560884773731231689453125,23.8990447706534041572012938559055328369140625,-11087.485373822753899730741977691650390625,
